Program Time [s],data 0,data 1
171.36,0,0
171.36,1,2
171.365,2,3
171.365,5,3
171.365,2,1
171.369,0,0
171.369,0,1
171.373,1,1
171.373,1,1
171.377,1,2
171.377,3,3
171.377,2,2
171.381,1,1
171.381,1,1
171.385,2,1
171.385,0,0
171.389,1,1
171.389,2,3
171.389,2,2
171.393,2,1
171.393,1,0
171.397,0,0
171.397,0,0
171.401,0,1
171.401,3,4
171.401,3,2
171.405,2,2
171.405,2,3
171.41,2,2
171.41,2,1
171.414,1,1
171.414,1,1
171.414,0,1
171.418,1,0
171.418,1,1
171.422,1,1
171.422,1,2
171.422,3,3
171.426,2,1
171.426,1,1
171.43,2,2
171.43,2,2
171.434,2,2
171.434,2,2
171.434,1,1
171.438,1,1
171.438,2,2
171.442,1,1
171.442,1,2
171.446,2,2
171.446,2,2
171.446,2,2
171.451,2,1
171.451,1,1
171.455,2,2
171.455,2,2
171.459,2,1
171.459,1,0
171.459,1,1
171.463,1,2
171.463,1,1
171.467,2,2
171.467,2,3
171.471,2,1
171.471,1,1
171.471,1,0
171.475,1,1
171.475,1,1
171.479,2,2
171.479,2,2
171.483,2,2
171.483,2,1
171.483,1,1
171.487,1,2
171.487,2,2
171.492,3,2
171.492,1,1
171.496,1,1
171.496,1,0
171.496,1,1
171.5,1,1
171.5,2,2
171.504,2,2
171.504,2,1
171.508,2,2
171.508,2,2
171.508,1,1
171.512,1,1
171.512,1,2
171.516,3,3
171.516,1,0
171.516,2,1
171.52,1,1
171.52,1,1
171.524,2,2
171.524,2,2
171.528,2,2
171.528,2,2
171.528,1,1
171.532,0,1
171.532,2,3
171.537,3,1
171.537,0,0
171.541,0,1
171.541,1,1
171.541,2,2
171.545,2,2
171.545,2,1
171.549,1,1
171.549,1,2
171.553,2,1
171.553,0,1
171.553,3,3
171.557,3,1
171.557,0,1
171.561,2,2
171.561,2,1
171.565,1,1
171.565,0,1
171.565,3,3
171.569,2,1
171.569,0,0
171.573,0,1
171.573,1,1
171.577,1,1
171.577,1,1
171.577,0,1
171.582,1,1
171.582,2,2
171.586,2,2
171.586,2,2
171.59,2,2
171.59,2,2
171.59,1,1
171.594,0,0
171.594,0,0
171.598,0,1
171.598,4,4
171.602,4,3
171.602,1,1
171.602,1,0
171.606,1,1
171.606,1,1
171.61,1,0
171.61,0,1
171.61,3,5
171.614,7,5
171.614,3,0
171.618,-2,-3
171.618,-2,0
171.623,3,4
171.623,3,2
171.623,2,2
171.627,1,1
171.627,0,0
171.631,0,3
171.631,6,8
171.635,7,2
171.635,-3,-4
171.635,-2,0
171.639,2,1
171.639,0,0
171.643,2,4
171.643,3,2
171.647,1,1
171.647,2,3
171.647,5,4
171.651,3,1
171.651,0,0
171.655,0,0
171.655,1,2
171.659,2,0
171.659,0,-1
171.659,0,1
171.663,2,3
171.663,3,3
171.668,3,3
171.668,2,2
171.672,2,2
171.672,1,1
171.672,1,2
171.676,2,2
171.676,2,2
171.68,2,1
171.68,1,0
171.684,0,0
171.684,1,0
171.684,0,0
171.688,1,1
171.688,1,2
171.692,3,3
171.692,3,2
171.696,2,2
171.696,2,2
171.696,1,1
171.7,0,0
171.7,0,0
171.704,0,2
171.704,2,2
171.704,2,3
171.709,3,3
171.709,2,3
171.713,2,2
171.713,2,2
171.717,2,2
171.717,1,0
171.717,0,0
171.721,0,0
171.721,1,1
171.725,2,3
171.725,4,3
171.729,2,1
171.729,1,1
171.729,1,1
171.733,1,1
171.733,1,0
171.737,0,0
171.737,0,1
171.741,2,2
171.741,1,2
171.741,2,3
171.747,3,2
171.747,2,2
171.75,2,2
171.75,1,1
171.754,1,0
171.754,0,0
171.754,1,1
171.758,1,1
171.758,1,2
171.762,2,2
171.762,2,2
171.766,2,2
171.766,3,2
171.766,2,1
171.77,0,0
171.77,1,1
171.774,2,2
171.774,2,2
171.778,1,1
171.778,1,1
171.778,1,1
171.782,1,1
171.782,2,2
171.786,2,2
171.786,2,2
171.79,1,2
171.79,2,3
171.79,2,2
171.795,1,0
171.795,1,0
171.799,0,1
171.799,1,2
171.799,2,2
171.803,1,2
171.803,2,2
171.807,2,2
171.807,2,1
171.811,1,1
171.811,0,1
171.811,2,2
171.815,2,1
171.815,1,1
171.819,1,1
171.819,1,1
171.823,2,3
171.823,2,2
171.823,1,2
171.827,2,3
171.827,2,1
171.831,1,0
171.831,0,1
171.836,1,2
171.836,2,2
171.836,1,1
171.84,0,0
171.84,0,1
171.844,2,3
171.844,3,3
171.848,3,3
171.848,1,1
171.848,0,1
171.852,1,1
171.852,1,1
171.856,1,2
171.856,2,3
171.86,2,2
171.86,1,1
171.86,1,2
171.864,2,2
171.864,2,1
171.868,1,1
171.868,1,1
171.872,1,1
171.872,0,0
171.872,1,2
171.876,2,2
171.876,2,2
171.881,2,2
171.881,1,1
171.881,1,2
171.885,2,2
171.885,2,2
171.889,2,2
171.889,2,1
171.893,1,1
171.893,1,1
171.893,1,1
171.897,1,2
171.897,2,2
171.901,2,2
171.901,2,2
171.905,2,2
171.905,1,1
171.905,1,1
171.909,1,1
171.909,2,2
171.913,2,1
171.913,1,1
171.918,0,0
171.918,0,1
171.918,1,1
171.922,1,1
171.922,2,2
171.926,3,3
171.926,2,1
171.93,1,2
171.93,2,1
171.93,1,0
171.934,0,1
171.934,1,1
171.938,2,2
171.938,1,1
171.942,1,2
171.942,2,2
171.942,2,3
171.946,2,2
171.946,1,1
171.95,0,0
171.95,1,1
171.954,1,1
171.954,1,1
171.954,0,1
171.958,1,1
171.958,1,1
171.963,1,1
171.963,2,2
171.967,2,3
171.967,3,1
171.967,1,1
171.971,1,1
171.971,0,1
171.975,1,1
171.975,1,1
171.975,1,1
171.979,1,1
171.979,2,2
171.983,3,3
171.983,2,1
171.987,1,0
171.987,0,1
171.987,1,2
171.991,2,2
171.991,2,1
171.995,1,1
171.995,1,2
171.999,2,2
171.999,2,2
171.999,1,1
172.004,1,2
172.004,2,2
172.008,2,2
172.008,2,1
172.012,2,2
172.012,2,2
172.012,1,1
172.016,1,1
172.016,1,1
172.02,1,1
172.02,2,2
172.024,2,2
172.024,2,1
172.024,1,1
172.028,1,2
172.028,2,2
172.032,2,2
172.032,1,2
172.036,2,2
172.036,2,1
172.036,1,1
172.04,1,1
172.04,1,1
172.044,0,1
172.044,1,1
172.049,1,1
172.049,0,1
172.049,1,1
172.053,2,2
172.053,2,2
172.057,2,2
172.057,2,2
172.061,2,1
172.061,1,1
172.061,2,2
172.065,2,2
172.065,2,2
172.069,1,1
172.069,1,1
172.073,1,1
172.073,1,1
172.073,1,1
172.077,1,1
172.077,0,1
172.081,1,1
172.081,1,2
172.081,2,2
172.085,2,2
172.085,2,2
172.089,1,1
172.09,2,2
172.094,2,2
172.094,2,2
172.094,2,1
172.098,1,1
172.098,1,2
172.102,2,2
172.102,2,2
172.106,2,2
172.106,2,1
172.106,1,1
172.11,1,1
172.11,1,1
172.114,1,1
172.114,1,1
172.118,0,1
172.118,1,1
172.118,2,2
172.122,1,1
172.122,1,1
172.126,2,2
172.126,2,2
172.13,2,2
172.13,2,2
172.13,2,2
172.135,1,1
172.135,1,0
172.139,1,1
172.139,1,1
172.143,2,2
172.143,2,2
172.143,2,2
172.147,2,2
172.147,1,1
172.151,1,1
172.151,1,1
172.155,1,1
172.155,0,1
172.155,1,0
172.159,0,0
172.159,2,2
172.163,3,2
172.163,2,2
172.167,2,2
172.167,2,2
172.167,2,2
172.171,2,1
172.171,1,1
172.176,0,1
172.176,1,1
172.176,1,1
172.18,1,1
172.18,1,1
172.184,1,1
172.184,2,2
172.188,3,3
172.188,2,2
172.188,2,1
172.192,1,0
172.192,0,1
172.196,1,1
172.196,1,0
172.2,1,1
172.2,1,2
172.2,3,3
172.204,3,2
172.204,1,0
172.208,0,0
172.208,0,0
172.212,1,2
172.212,3,3
172.212,3,2
172.216,1,1
172.216,1,1
172.22,1,2
172.22,2,2
172.225,2,3
172.225,2,2
172.225,1,1
172.229,1,1
172.229,0,0
172.233,1,1
172.233,2,2
172.237,2,2
172.237,2,2
172.237,2,1
172.241,1,1
172.241,2,2
172.245,2,1
172.245,1,2
172.249,2,3
172.249,2,2
172.249,1,1
172.253,1,0
172.253,0,1
172.257,1,1
172.257,1,1
172.261,1,1
172.261,1,1
172.261,1,2
172.266,2,2
172.266,2,2
172.27,2,2
172.27,2,2
172.27,1,1
172.274,1,1
172.274,1,1
172.278,1,1
172.278,1,1
172.282,1,1
172.282,2,2
172.282,2,2
172.286,2,2
172.286,3,2
172.29,2,1
172.29,1,0
172.294,0,0
172.294,1,2
172.294,2,2
172.298,2,1
172.298,1,1
172.302,0,0
172.302,1,1
172.307,2,3
172.307,3,2
172.307,1,1
172.311,1,1
172.311,2,2
172.315,3,1
172.315,1,1
172.319,1,1
172.319,0,1
172.319,1,2
172.323,2,2
172.323,2,2
172.327,1,1
172.327,2,2
172.331,3,2
172.331,2,1
172.331,1,1
172.335,0,0
172.335,0,0
172.339,0,0
172.339,2,2
172.343,3,2
172.343,2,2
172.343,2,3
172.347,2,3
172.347,3,3
172.352,2,1
172.352,1,1
172.356,2,2
172.356,1,1
172.356,1,0
172.36,0,0
172.36,0,1
172.364,1,1
172.364,2,2
172.364,3,2
172.368,2,2
172.368,1,1
172.372,2,2
172.372,2,3
172.376,2,2
172.376,1,0
172.376,0,0
172.38,2,2
172.38,1,1
172.384,0,1
172.384,1,1
172.388,1,2
172.389,2,2
172.389,2,2
172.393,2,1
172.393,1,1
172.397,1,1
172.397,2,1
172.401,1,2
172.401,2,3
172.401,3,2
172.405,2,1
172.405,0,0
172.409,0,1
172.409,1,2
172.413,3,2
172.413,2,1
172.413,1,1
172.417,1,1
172.417,0,0
172.421,0,1
172.421,1,1
172.425,1,1
172.425,1,1
172.425,2,2
172.429,3,4
172.429,3,2
172.434,0,0
172.434,0,1
172.438,1,1
172.438,1,2
172.438,2,2
172.442,2,1
172.442,1,1
172.446,2,3
172.446,3,3
172.45,3,2
172.45,0,0
172.45,0,0
172.454,1,1
172.454,1,2
172.458,2,1
172.458,1,1
172.462,2,2
172.462,2,1
172.462,1,1
172.466,2,2
172.466,3,3
172.47,1,1
172.47,1,1
172.47,1,1
172.474,0,1
172.474,1,1
172.479,1,1
172.479,1,0
172.483,1,1
172.483,2,2
172.483,2,2
172.487,1,1
172.487,1,1
172.491,2,2
172.491,2,2
172.495,2,2
172.495,2,2
172.495,2,1
172.499,0,1
172.499,2,2
172.503,3,2
172.503,2,1
172.507,1,2
172.507,2,2
172.507,2,2
172.511,1,1
172.511,1,1
172.515,1,1
172.515,2,2
172.52,1,1
172.52,1,0
172.52,0,0
172.524,0,0
172.524,1,2
172.528,2,2
172.528,3,3
172.532,2,2
172.532,1,0
172.532,0,1
172.536,2,4
172.536,4,2
172.54,0,0
172.54,1,1
172.544,1,1
172.544,1,1
172.544,1,1
172.548,1,1
172.548,1,1
172.552,0,1
172.552,1,1
172.556,1,2
172.556,2,2
172.556,2,2
172.56,2,2
172.56,2,2
172.565,2,2
172.565,3,2
172.565,1,0
172.569,0,0
172.569,1,2
172.573,2,2
172.573,2,2
172.577,2,2
172.577,2,2
172.577,2,1
172.581,1,1
172.581,1,1
172.585,2,2
172.585,2,3
172.589,3,1
172.589,1,1
172.589,0,1
172.593,1,2
172.593,3,2
172.597,2,1
172.597,1,0
172.601,0,1
172.601,1,2
172.601,2,3
172.605,2,2
172.606,1,1
172.61,1,1
172.61,1,1
172.614,1,1
172.614,1,0
172.614,0,0
172.618,0,0
172.618,1,2
172.622,3,3
172.622,2,2
172.626,2,3
172.626,3,2
172.626,1,1
172.63,1,1
172.63,1,2
172.634,1,0
172.634,0,0
172.638,0,2
172.638,3,3
172.638,2,2
172.642,1,1
172.642,0,0
172.646,1,2
172.646,2,2
172.651,1,2
172.651,2,2
172.651,2,2
172.655,2,1
172.655,1,1
172.659,1,1
172.659,1,2
172.659,2,3
172.663,2,2
172.663,2,2
172.667,2,2
172.667,1,1
172.671,1,1
172.671,1,0
172.671,0,1
172.675,1,0
172.675,0,0
172.679,2,2
172.679,3,2
172.683,3,3
172.683,3,2
172.683,3,3
172.687,2,0
172.687,1,1
172.692,2,1
172.692,1,1
172.696,0,0
172.696,0,0
172.696,1,1
172.7,1,2
172.7,2,2
172.704,2,2
172.704,2,2
172.708,2,1
172.708,1,1
172.708,3,4
172.712,5,3
172.712,0,-1
172.716,0,-1
172.716,0,2
172.72,3,3
172.72,2,1
172.72,0,0
172.724,1,2
172.724,2,2
172.728,2,2
172.728,2,2
172.732,2,2
172.733,1,1
172.733,1,2
172.737,1,1
172.737,1,1
172.741,1,1
172.741,2,3
172.745,3,2
172.745,2,1
172.745,1,1
172.749,1,2
172.749,2,2
172.753,2,2
172.753,2,2
172.753,1,1
172.757,2,1
172.757,1,1
172.761,1,1
172.761,1,0
172.765,0,1
172.765,1,2
172.765,2,2
172.769,3,2
172.769,2,1
172.773,0,0
172.773,1,2
172.778,2,2
172.778,2,2
172.778,1,2
172.782,2,2
172.782,1,1
172.786,0,0
172.786,0,1
172.79,2,2
172.79,2,2
172.79,1,1
172.794,1,1
172.794,1,2
172.798,2,2
172.798,2,2
172.802,3,2
172.802,1,1
172.802,2,2
172.806,1,1
172.806,1,1
172.81,1,1
172.81,0,0
172.814,0,0
172.814,1,3
172.814,4,3
172.818,3,2
172.818,1,1
172.823,1,1
172.823,0,0
172.827,0,1
172.827,1,1
172.827,1,1
172.831,2,3
172.831,3,2
172.835,1,1
172.835,1,1
172.839,1,1
172.839,1,1
172.839,1,1
172.843,2,2
172.843,2,2
172.847,2,1
172.847,1,1
172.847,2,3
172.851,3,1
172.851,0,1
172.855,1,1
172.856,1,2
172.86,2,2
172.86,3,2
172.86,2,1
172.864,1,1
172.864,1,2
172.868,2,1
172.868,1,1
172.872,1,1
172.872,1,0
172.872,0,1
172.876,2,2
172.876,1,0
172.88,0,1
172.88,2,3
172.884,2,2
172.884,1,1
172.884,0,1
172.888,2,3
172.888,3,3
172.892,1,1
172.892,1,1
172.896,1,1
172.896,1,1
172.896,2,1
172.9,0,0
172.9,1,1
172.905,2,2
172.905,2,2
172.909,1,1
172.909,1,1
172.909,1,1
172.913,3,5
172.913,4,2
172.917,0,0
172.917,0,1
172.921,1,2
172.921,2,2
172.921,2,2
172.925,2,2
172.925,2,1
172.929,2,2
172.929,2,1
172.933,1,0
172.933,0,1
172.933,1,1
172.937,0,1
172.937,1,1
172.941,1,2
172.941,2,2
172.941,2,2
172.945,2,2
172.945,1,1
172.95,0,1
172.95,3,3
172.954,3,1
172.954,1,1
172.954,1,1
172.958,0,1
172.958,2,2
172.962,2,1
172.962,1,1
172.966,1,1
172.966,1,1
172.966,1,1
172.97,1,1
172.97,1,2
172.974,2,1
172.974,1,0
172.978,0,1
172.978,1,2
172.978,1,2
172.982,3,3
172.982,2,2
172.986,1,1
172.987,1,1
172.991,0,1
172.991,2,2
172.991,1,0
172.995,0,1
172.995,1,1
172.999,1,1
172.999,1,1
173.003,2,2
173.003,2,2
173.003,1,1
173.007,1,2
173.007,4,6
173.011,5,2
173.011,0,-1
173.015,0,0
173.015,1,1
173.015,0,0
173.019,1,1
173.019,1,1
173.023,1,2
173.023,2,3
173.027,2,2
173.027,2,2
173.027,2,2
173.031,1,1
173.031,1,0
173.036,1,1
173.036,1,1
173.04,1,1
173.04,1,1
173.04,1,2
173.044,2,2
173.044,2,3
173.048,2,2
173.048,1,1
173.048,0,1
173.052,1,2
173.052,2,3
173.056,2,2
173.056,1,0
173.06,0,0
173.06,0,0
173.06,1,2
173.064,3,2
173.064,2,2
173.068,2,2
173.068,3,3
173.072,4,2
173.073,0,0
173.073,0,0
173.077,0,0
173.077,1,1
173.081,2,3
173.081,3,3
173.085,2,1
173.085,1,0
173.085,1,1
173.089,1,1
173.089,1,1
173.093,2,2
173.093,2,2
173.097,2,0
173.097,0,0
173.097,2,5
173.101,6,3
173.101,2,0
173.105,0,0
173.105,0,2
173.109,1,1
173.109,1,1
173.109,2,2
173.113,1,1
173.113,1,0
173.118,0,1
173.118,1,1
173.122,1,1
173.122,2,3
173.122,3,2
173.126,2,1
173.126,1,1
173.13,2,1
173.13,1,1
173.134,1,1
173.134,1,1
173.134,1,1
173.138,1,0
173.138,1,0
173.142,1,1
173.142,1,2
173.142,3,3
173.146,3,2
173.146,1,1
173.15,1,1
173.15,1,1
173.154,1,0
173.154,1,1
173.154,1,1
173.158,1,1
173.158,1,2
173.163,3,3
173.163,2,2
173.167,2,1
173.167,2,2
173.167,1,1
173.171,1,1
173.171,1,0
173.175,0,1
173.175,1,2
173.179,2,3
173.179,1,1
173.179,0,0
173.183,0,1
173.183,2,2
173.187,3,3
173.187,3,1
173.191,0,0
173.191,0,1
173.191,2,3
173.195,3,2
173.195,1,0
173.199,0,0
173.199,0,0
173.204,2,2
173.204,2,2
173.204,2,2
173.208,2,2
173.208,2,2
173.212,2,2
173.212,2,2
173.216,1,1
173.216,1,1
173.216,1,1
173.22,1,1
173.22,0,0
173.224,1,2
173.224,1,1
173.228,1,2
173.228,3,3
173.228,2,1
173.232,0,1
173.232,2,2
173.236,2,2
173.236,1,2
173.236,1,1
173.24,0,1
173.24,1,2
173.244,2,3
173.245,2,2
173.249,1,1
173.249,1,1
173.249,1,1
173.253,1,0
173.253,0,1
173.257,1,1
173.257,1,1
173.261,2,1
173.261,1,2
173.261,2,2
173.265,2,1
173.265,0,1
173.269,3,6
173.269,5,2
173.273,0,0
173.273,0,0
173.273,1,1
173.277,2,2
173.277,1,1
173.281,2,2
173.281,2,2
173.285,3,2
173.285,2,2
173.285,2,2
173.29,1,0
173.29,0,1
173.294,1,1
173.294,1,1
173.298,1,1
173.298,1,1
173.298,1,0
173.302,0,0
173.302,1,1
173.306,1,2
173.306,2,3
173.31,3,3
173.31,3,2
173.31,1,0
173.314,0,0
173.314,0,1
173.318,1,2
173.318,3,2
173.318,2,2
173.322,1,1
173.322,2,2
173.326,3,2
173.326,1,1
173.331,1,1
173.331,1,1
173.331,0,0
173.335,2,2
173.335,2,1
173.339,1,1
173.339,1,2
173.343,2,2
173.343,2,1
173.343,1,2
173.347,2,2
173.347,3,2
173.351,2,1
173.351,1,1
173.355,1,1
173.355,1,1
173.355,1,1
173.359,0,0
173.359,1,1
173.363,1,2
173.363,4,5
173.367,4,2
173.367,0,-1
173.367,-1,-1
173.371,1,1
173.371,1,1
173.376,1,1
173.376,1,2
173.38,2,2
173.38,3,3
173.38,3,2
173.384,1,1
173.384,2,1
173.388,1,1
173.388,1,1
173.392,1,1
173.392,0,0
173.392,1,2
173.396,2,2
173.396,2,1
173.4,1,1
173.4,1,2
173.404,3,2
173.404,2,2
173.404,2,2
173.408,2,1
173.408,1,0
173.412,1,2
173.412,2,1
173.416,1,1
173.417,2,1
173.417,1,0
173.421,0,0
173.421,1,2
173.425,2,2
173.425,2,2
173.425,2,2
173.429,3,5
173.429,4,2
173.433,0,-1
173.433,0,0
173.437,3,4
173.437,2,1
173.437,0,0
173.441,1,1
173.441,0,0
173.445,1,1
173.445,0,0
173.449,0,0
173.449,1,2
173.449,3,3
173.453,3,3
173.453,2,2
173.457,2,2
173.457,1,0
173.462,1,2
173.462,3,4
173.462,2,2
173.466,1,1
173.466,0,1
173.47,1,1
173.47,2,2
173.474,1,1
173.474,1,1
173.474,1,1
173.478,1,0
173.478,0,2
173.482,2,2
173.482,1,1
173.486,1,1
173.486,1,1
173.486,1,1
173.49,1,2
173.49,2,3
173.494,4,2
173.494,2,1
173.498,0,0
173.498,1,0
173.498,1,1
173.503,2,2
173.503,3,1
173.507,1,1
173.507,2,1
173.511,1,0
173.511,0,1
173.511,1,2
173.515,4,4
173.515,4,3
173.519,2,1
173.519,0,0
173.519,0,0
173.523,0,2
173.523,4,4
173.527,3,2
