Program Time [s],data 0
74.2777,-10
74.2818,34
74.2818,67
74.2818,78
74.286,55
74.286,19
74.29,-12
74.29,-29
74.29,-33
74.2941,-33
74.2941,-35
74.2941,-50
74.2982,-37
74.2982,7
74.3023,46
74.3023,78
74.3023,75
74.3064,43
74.3064,4
74.3105,-19
74.3105,-29
74.3105,-33
74.3146,-35
74.3146,-44
74.3146,-53
74.3187,-26
74.3187,24
74.3228,61
74.3228,84
74.3228,68
74.3269,33
74.3269,-6
74.331,-27
74.331,-34
74.331,-36
74.3351,-37
74.3351,-51
74.3351,-46
74.3392,-6
74.3392,40
74.3432,74
74.3433,82
74.3433,58
74.3473,19
74.3473,-13
74.3514,-33
74.3515,-39
74.3515,-38
74.3556,-38
74.3556,-54
74.3596,-33
74.3596,14
74.3597,52
74.3637,83
74.3637,77
74.3637,43
74.3678,2
74.3678,-22
74.372,-33
74.372,-39
74.372,-40
74.376,-49
74.376,-55
74.3801,-22
74.3801,32
74.3801,70
74.3842,90
74.3842,68
74.3842,32
74.3883,-9
74.3883,-33
74.3924,-37
74.3924,-36
74.3924,-37
74.3965,-54
74.3965,-50
74.4006,-7
74.4006,38
74.4006,79
74.4047,92
74.4047,63
74.4047,18
74.4088,-16
74.4088,-31
74.4129,-33
74.4129,-37
74.4129,-43
74.417,-65
74.417,-40
74.4211,15
74.4211,53
74.4211,91
74.4252,80
74.4252,45
74.4252,7
74.4292,-25
74.4293,-41
74.4334,-48
74.4334,-46
74.4334,-49
74.4374,-44
74.4374,-14
74.4415,22
74.4415,67
74.4415,95
74.4456,85
74.4456,33
74.4497,-21
74.4498,-38
74.4498,-31
74.4539,-41
74.4539,-53
74.4539,-64
74.458,-32
74.458,19
74.462,54
74.462,80
74.462,77
74.4661,39
74.4661,9
74.4702,-13
74.4702,-17
74.4702,-18
74.4743,-41
74.4743,-67
74.4743,-65
74.4784,-48
74.4784,-10
74.4825,51
74.4825,120
74.4825,93
74.4866,52
74.4866,23
74.4907,-17
74.4907,-44
74.4907,-65
74.4948,-41
74.4948,-37
74.4989,-37
74.4989,23
74.4989,24
74.503,24
74.503,24
74.503,6
74.507,5
74.507,10
74.5112,49
74.5112,36
74.5112,-20
74.5153,-48
74.5153,-77
74.5193,-49
74.5193,-14
74.5194,62
74.5235,77
74.5235,70
74.5235,28
74.5275,-7
74.5275,7
74.5317,27
74.5317,28
74.5317,-19
74.5357,-86
74.5357,-214
74.5398,-155
74.5399,5
74.5399,102
74.544,181
74.544,158
74.548,95
74.548,48
74.548,-20
74.5522,-64
74.5522,-111
74.5522,-181
74.5562,-61
74.5562,55
74.5603,41
74.5603,39
74.5603,51
74.5644,56
74.5644,53
74.5685,59
74.5685,20
74.5685,-36
74.5726,6
74.5726,1
74.5726,-72
74.5767,-167
74.5767,-170
74.5808,-28
74.5808,119
74.5808,144
74.5849,141
74.5849,124
74.589,25
74.589,-27
74.589,-70
74.5931,-112
74.5931,-63
74.5972,-56
74.5972,-93
74.5972,7
74.6013,144
74.6013,184
74.6013,55
74.6054,-46
74.6054,-112
74.6095,-65
74.6095,19
74.6095,18
74.6135,18
74.6135,19
74.6177,-27
74.6177,-33
74.6177,-37
74.6217,17
74.6217,42
74.6258,57
74.6259,52
74.6259,21
74.63,0
74.63,-4
74.63,-17
74.634,-26
74.634,-48
74.6381,-60
74.6382,-57
74.6382,17
74.6422,67
74.6422,82
74.6463,41
74.6463,52
74.6463,28
74.6505,-44
74.6505,-102
74.6505,-21
74.6545,11
74.6545,-2
74.6587,-74
74.6587,-68
74.6587,-27
74.6627,62
74.6627,141
74.6668,136
74.6668,67
74.6669,-46
74.671,-51
74.671,-36
74.675,-61
74.675,-85
74.675,-51
74.6791,15
74.6791,49
74.6791,48
74.6832,54
74.6832,92
74.6873,46
74.6873,-7
74.6873,-53
74.6914,-53
74.6914,-33
74.6955,-43
74.6955,-50
74.6955,-23
74.6996,8
74.6996,56
74.6996,60
74.7036,24
74.7036,37
74.7078,55
74.7078,39
74.7078,-42
74.7119,-111
74.7119,-78
74.716,-21
74.716,2
74.716,12
74.7201,37
74.7201,74
74.7201,91
74.7241,76
74.7241,47
74.7283,-66
74.7283,-111
74.7283,-48
74.7323,3
74.7323,0
74.7365,-31
74.7365,-61
74.7365,-14
74.7405,73
74.7405,61
74.7405,35
74.7446,13
74.7446,12
74.7487,20
74.7487,10
74.7487,34
74.7528,17
74.7528,-123
74.757,-147
74.757,-92
74.757,4
74.761,94
74.761,131
74.7651,110
74.7651,72
74.7651,5
74.7692,-25
74.7692,-33
74.7692,-33
74.7733,-44
74.7733,-66
74.7774,-55
74.7774,-4
74.7774,12
74.7815,34
74.7815,16
74.7856,46
74.7856,71
74.7856,30
74.7897,8
74.7897,-28
74.7897,-51
74.7938,-15
74.7938,-40
74.7979,-55
74.7979,-16
74.7979,33
74.802,67
74.802,85
74.8061,59
74.8061,16
74.8061,-2
74.8102,-47
74.8102,-51
74.8142,-35
74.8143,-26
74.8143,-45
74.8183,-29
74.8183,4
74.8183,48
74.8224,91
74.8224,70
74.8265,21
74.8266,-22
74.8266,-15
74.8307,-9
74.8307,-14
74.8347,-24
74.8347,-42
74.8348,-70
74.8388,-56
74.8388,3
74.8388,77
74.843,124
74.843,131
74.847,77
74.8471,-132
74.8471,-102
74.8511,-23
74.8511,-21
74.8552,-52
74.8552,-44
74.8552,-18
74.8593,22
74.8593,63
74.8634,101
74.8634,117
74.8634,71
74.8675,0
74.8675,-28
74.8675,-37
74.8716,-55
74.8716,-74
74.8757,-72
74.8757,-64
74.8757,-24
74.8798,29
74.8798,78
74.8839,116
74.8839,80
74.8839,18
74.888,-16
74.888,-52
74.8921,-51
74.8921,-79
74.8921,-17
74.8962,-70
74.8962,-35
74.8962,44
74.9002,86
74.9002,80
74.9043,78
74.9043,53
74.9044,8
74.9085,-23
74.9085,-33
74.9125,-40
74.9125,-37
74.9125,-16
74.9167,-52
74.9167,-43
74.9167,0
74.9207,39
74.9207,75
74.9249,74
74.9249,46
74.9249,23
74.929,4
74.929,-30
74.933,-73
74.933,-56
74.933,-28
74.9371,-133
74.9371,-50
74.9372,74
74.9412,107
74.9412,100
74.9453,77
74.9453,50
74.9453,5
74.9494,-24
74.9494,-37
74.9535,-46
74.9535,-53
74.9535,-69
74.9576,-57
74.9576,-5
74.9576,49
74.9617,88
74.9617,92
74.9658,58
74.9658,14
74.9658,-20
74.9699,-38
74.9699,-45
74.974,-45
74.974,-44
74.974,-65
74.9781,-36
74.9781,28
74.9822,70
74.9822,100
74.9822,84
74.9863,40
74.9863,-7
74.9863,-35
74.9904,-44
74.9904,-45
74.9945,-43
74.9945,-50
74.9945,-44
74.9985,-4
74.9986,46
75.0026,78
75.0026,88
75.0027,57
75.0068,15
75.0068,-19
75.0068,-38
75.0108,-39
75.0108,-34
75.015,-33
75.015,-57
75.015,-39
75.019,11
75.019,52
75.0231,84
75.0231,80
75.0232,45
75.0272,5
75.0273,-20
75.0313,-30
75.0313,-34
75.0313,-39
75.0354,-47
75.0354,-62
75.0354,-32
75.0395,23
75.0395,65
75.0436,93
75.0436,79
75.0436,41
75.0477,-3
75.0477,-29
75.0518,-40
75.0518,-45
75.0518,-45
75.056,-59
75.056,-55
75.056,-8
75.06,51
75.06,89
75.0641,91
75.0641,64
75.0641,20
75.0682,-21
75.0682,-36
75.0723,-40
75.0723,-46
75.0723,-46
75.0764,-58
75.0764,-34
75.0764,20
75.0805,59
75.0805,94
75.0846,84
75.0846,43
75.0846,-4
75.0887,-31
75.0887,-40
75.0928,-41
75.0928,-41
75.0928,-47
75.0969,-51
75.0969,-19
75.101,33
75.101,71
75.101,91
75.1051,69
75.1051,29
75.1051,-12
75.1091,-31
75.1091,-35
75.1133,-39
75.1133,-42
75.1133,-60
75.1173,-50
75.1173,0
75.1214,48
75.1214,86
75.1214,91
75.1255,60
75.1255,16
75.1256,-17
75.1296,-34
75.1296,-41
75.1338,-44
75.1338,-46
75.1338,-64
75.1378,-37
75.1378,21
75.142,65
75.142,98
75.142,85
75.146,43
75.146,-5
75.146,-33
75.1501,-40
75.1501,-45
75.1542,-44
75.1542,-53
75.1542,-52
75.1583,-14
75.1583,41
75.1624,80
75.1624,96
75.1624,69
75.1665,27
75.1665,-13
75.1706,-34
75.1706,-41
75.1706,-43
75.1747,-43
75.1747,-60
75.1747,-44
75.1787,8
75.1787,55
75.1829,90
75.1829,88
75.1829,52
75.187,5
75.187,-25
75.1911,-36
75.1911,-40
75.1911,-41
75.1952,-47
75.1952,-61
75.1952,-29
75.1992,26
75.1992,67
75.2033,94
75.2033,78
75.2034,39
75.2075,-7
75.2075,-31
75.2115,-37
75.2115,-40
75.2116,-43
75.2156,-59
75.2157,-54
75.2157,-9
75.2197,43
75.2197,80
75.2238,93
75.2238,67
75.2238,23
75.228,-14
75.228,-34
75.232,-39
75.232,-43
75.2321,-45
75.2361,-65
75.2361,-44
75.2402,12
75.2402,59
75.2402,97
75.2443,91
75.2443,51
75.2443,3
75.2484,-27
75.2484,-39
75.2525,-44
75.2525,-46
75.2525,-52
75.2566,-60
75.2566,-25
75.2607,34
75.2607,77
75.2607,99
75.2648,77
75.2648,35
75.2648,-11
75.2689,-35
75.2689,-41
75.273,-43
75.273,-46
75.273,-63
75.277,-52
75.277,0
75.2812,51
75.2812,90
75.2812,96
75.2853,62
75.2853,14
75.2853,-20
75.2893,-36
75.2893,-41
75.2935,-41
75.2935,-45
75.2935,-65
75.2975,-39
75.2975,17
75.3017,63
75.3017,97
75.3017,88
75.3057,47
75.3057,-1
75.3098,-29
75.3098,-40
75.3098,-45
75.314,-47
75.314,-59
75.314,-58
75.318,-19
75.318,40
75.3222,83
75.3222,101
75.3222,75
75.3262,29
75.3262,-14
75.3303,-35
75.3303,-42
75.3303,-46
75.3344,-47
75.3344,-67
75.3344,-48
75.3385,8
75.3385,59
75.3426,98
75.3426,95
75.3426,56
75.3467,6
75.3467,-26
75.3508,-39
75.3508,-44
75.3508,-46
75.3549,-51
75.3549,-65
75.359,-32
75.359,29
75.359,75
75.3631,103
75.3631,84
75.3631,41
75.3672,-8
75.3672,-35
75.3713,-42
75.3713,-46
75.3713,-46
75.3754,-63
75.3754,-57
75.3794,-6
75.3794,51
75.3794,91
75.3836,100
75.3836,67
75.3836,19
75.3876,-18
75.3876,-37
75.3918,-42
75.3918,-44
75.3918,-47
75.3958,-69
75.3958,-45
75.4,16
75.4,64
75.4,104
75.404,94
75.404,49
75.4081,-2
75.4081,-32
75.4082,-42
75.4122,-46
75.4122,-48
75.4122,-60
75.4163,-62
75.4163,-20
75.4204,41
75.4204,87
75.4204,104
75.4245,76
75.4245,30
75.4286,-13
75.4286,-37
75.4286,-45
75.4327,-48
75.4327,-48
75.4327,-68
75.4368,-48
75.4368,9
75.4409,60
75.4409,99
75.4409,97
75.445,59
75.445,7
75.4491,-26
75.4491,-42
75.4491,-47
75.4532,-48
75.4532,-52
75.4532,-65
75.4573,-32
75.4573,32
75.4614,77
75.4614,106
75.4614,84
75.4654,38
75.4654,-8
75.4696,-34
75.4696,-45
75.4696,-49
75.4737,-49
75.4737,-63
75.4777,-54
75.4778,-4
75.4778,53
75.4819,92
75.4819,100
75.4819,66
75.486,19
75.486,-19
75.4901,-39
75.4901,-45
75.4901,-45
75.4941,-47
75.4941,-68
75.4982,-41
75.4982,20
75.4983,66
75.5023,103
75.5024,93
75.5064,49
75.5064,-2
75.5064,-32
75.5105,-45
75.5105,-48
75.5106,-48
75.5146,-56
75.5146,-59
75.5187,-20
75.5187,43
75.5187,88
75.5228,105
75.5228,76
75.527,27
75.527,-16
75.527,-39
75.531,-46
75.531,-48
75.531,-49
75.5351,-68
75.5351,-47
75.5392,11
75.5392,63
75.5392,102
75.5433,99
75.5433,55
75.5474,2
75.5474,-28
75.5474,-43
75.5515,-48
75.5515,-49
75.5556,-52
75.5556,-62
75.5556,-26
75.5597,36
75.5597,79
75.5597,104
75.5637,82
75.5637,37
75.5679,-12
75.5679,-39
75.5679,-47
75.572,-49
75.572,-49
75.576,-65
75.576,-53
75.576,2
75.5802,59
75.5802,97
75.5802,100
75.5842,63
75.5842,14
75.5884,-22
75.5884,-42
75.5884,-48
75.5924,-51
75.5924,-50
75.5965,-64
75.5965,-33
75.5965,27
75.6006,72
75.6006,107
75.6047,90
75.6047,41
75.6047,-8
75.6088,-36
75.6089,-47
75.6089,-49
75.6129,-50
75.6129,-60
75.617,-55
75.617,-9
75.617,52
75.6211,91
75.6211,105
75.6253,74
75.6253,22
75.6253,-20
75.6293,-43
75.6293,-49
75.6293,-52
75.6334,-50
75.6334,-66
75.6375,-42
75.6375,18
75.6375,69
75.6416,104
75.6416,97
75.6457,52
75.6457,0
75.6457,-33
75.6498,-47
75.6498,-51
75.6539,-50
75.6539,-55
75.6539,-62
75.658,-21
75.658,43
75.658,85
75.662,108
75.662,81
75.6662,33
75.6662,-16
75.6662,-42
75.6703,-49
75.6703,-51
75.6744,-51
75.6744,-65
75.6744,-52
75.6785,5
75.6785,63
75.6825,100
75.6825,104
75.6825,63
75.6866,10
75.6867,-25
75.6867,-44
75.6907,-51
75.6907,-52
75.6948,-51
75.6948,-66
75.6949,-32
75.699,33
75.699,78
75.703,110
75.703,90
75.703,41
75.7071,-10
75.7071,-39
75.7072,-49
75.7112,-54
75.7112,-55
75.7153,-65
75.7153,-56
75.7153,-4
75.7194,59
75.7194,98
75.7235,108
75.7235,72
75.7235,19
75.7276,-23
75.7276,-45
75.7317,-51
75.7317,-53
75.7317,-53
75.7358,-69
75.7358,-39
75.7358,23
75.7399,74
75.7399,112
75.744,100
75.744,51
75.744,-4
75.7481,-36
75.7481,-49
75.7522,-54
75.7522,-55
75.7522,-61
75.7563,-62
75.7563,-17
75.7563,49
75.7603,93
75.7603,113
75.7645,82
75.7645,31
75.7645,-18
75.7685,-45
75.7686,-51
75.7727,-54
75.7727,-55
75.7727,-72
75.7767,-52
75.7767,11
75.7808,68
75.7809,110
75.7809,111
75.785,67
75.785,9
75.785,-29
75.789,-47
75.789,-54
75.7931,-56
75.7932,-62
75.7932,-75
75.7972,-36
75.7972,34
75.8013,87
75.8013,120
75.8013,99
75.8054,49
75.8054,-7
75.8095,-39
75.8095,-51
75.8095,-58
75.8136,-60
75.8136,-76
75.8136,-66
75.8177,-8
75.8177,59
75.8218,105
75.8218,118
75.8218,83
75.8259,26
75.8259,-19
75.83,-45
75.83,-54
75.83,-58
75.8341,-60
75.8341,-80
75.8341,-48
75.8382,21
75.8382,76
75.8423,119
75.8423,109
75.8423,59
75.8463,0
75.8464,-35
75.8505,-49
75.8505,-58
75.8505,-61
75.8546,-72
75.8546,-69
75.8586,-21
75.8587,50
75.8587,100
75.8628,121
75.8628,90
75.8628,33
75.8668,-18
75.8669,-44
75.871,-53
75.871,-57
75.871,-57
75.875,-79
75.875,-54
75.8791,14
75.8792,71
75.8792,116
75.8832,112
75.8832,65
75.8873,5
75.8873,-32
75.8873,-48
75.8915,-55
75.8915,-58
75.8915,-67
75.8955,-75
75.8955,-32
75.8996,40
75.8996,92
75.8996,123
75.9037,96
75.9037,46
75.9078,-10
75.9078,-42
75.9079,-52
75.912,-59
75.912,-61
75.912,-80
75.916,-64
75.916,1
75.9201,65
75.9201,112
75.9201,120
75.9242,77
75.9242,17
75.9283,-25
75.9283,-46
75.9283,-55
75.9324,-58
75.9324,-62
75.9365,-80
75.9365,-43
75.9365,30
75.9406,83
75.9406,122
75.9446,106
75.9446,54
75.9447,-6
75.9488,-39
75.9488,-52
75.9488,-58
75.9529,-62
75.9529,-77
75.957,-68
75.957,-12
75.957,59
75.961,108
75.9611,122
75.9651,85
75.9651,27
75.9651,-20
75.9693,-45
75.9693,-56
75.9693,-58
75.9733,-60
75.9733,-82
75.9774,-50
75.9774,21
75.9774,79
75.9815,123
75.9815,111
75.9856,60
75.9856,0
75.9856,-36
75.9897,-51
75.9897,-58
75.9938,-61
75.9938,-73
75.9938,-72
75.998,-22
75.998,49
75.998,101
76.002,124
76.002,92
76.0061,35
76.0061,-17
76.0061,-44
76.0102,-54
76.0102,-58
76.0143,-60
76.0143,-82
76.0143,-56
76.0184,13
76.0184,73
76.0225,119
76.0225,115
76.0225,67
76.0266,6
76.0266,-32
76.0266,-49
76.0307,-56
76.0307,-60
76.0348,-69
76.0348,-76
76.0348,-32
76.0388,41
76.0388,95
76.043,125
76.043,99
76.043,44
76.0471,-12
76.0471,-44
76.0471,-54
76.0511,-60
76.0511,-61
76.0553,-80
76.0553,-64
76.0553,2
76.0593,67
76.0593,113
76.0634,120
76.0634,77
76.0635,17
76.0676,-25
76.0676,-46
76.0716,-56
76.0716,-58
76.0716,-62
76.0757,-81
76.0758,-44
76.0758,30
76.0798,85
76.0798,124
76.084,105
76.084,53
76.084,-6
76.088,-40
76.088,-51
76.0921,-59
76.0921,-61
76.0921,-77
76.0963,-69
76.0963,-12
76.0963,58
76.1003,108
76.1003,121
76.1044,84
76.1044,26
76.1044,-19
76.1085,-45
76.1085,-54
76.1126,-58
76.1126,-61
76.1126,-82
76.1167,-49
76.1167,22
76.1208,79
76.1208,122
76.1208,111
76.1249,59
76.1249,-1
76.129,-37
76.129,-51
76.129,-60
76.1331,-62
76.1331,-74
76.1331,-70
76.1371,-20
76.1371,52
76.1413,103
76.1413,124
76.1413,90
76.1453,33
76.1454,-16
76.1495,-44
76.1495,-55
76.1495,-59
76.1536,-61
76.1536,-82
76.1536,-54
76.1576,15
76.1576,73
76.1618,119
76.1618,115
76.1618,66
76.1658,5
76.1658,-32
76.17,-49
76.17,-58
76.17,-60
76.174,-69
76.1741,-75
76.1781,-31
76.1781,43
76.1781,95
76.1822,122
76.1822,96
76.1822,44
76.1863,-11
76.1863,-42
76.1904,-53
76.1904,-59
76.1904,-62
76.1945,-81
76.1945,-62
76.1986,4
76.1986,68
76.1986,114
76.2028,119
76.2028,75
76.2068,15
76.2068,-26
76.2068,-47
76.2109,-56
76.2109,-58
76.2109,-62
76.215,-80
76.215,-42
76.2191,31
76.2191,86
76.2191,123
76.2232,104
76.2232,53
76.2273,-6
76.2273,-40
76.2273,-53
76.2314,-60
76.2314,-62
76.2314,-77
76.2354,-69
76.2355,-11
76.2396,59
76.2396,109
76.2396,122
76.2436,84
76.2436,25
76.2478,-20
76.2478,-45
76.2478,-55
76.2518,-59
76.2519,-61
76.256,-81
76.256,-48
76.256,22
76.26,79
76.26,123
76.2641,109
76.2641,59
76.2641,-2
76.2682,-37
76.2682,-51
76.2683,-59
76.2723,-60
76.2723,-74
76.2764,-70
76.2764,-19
76.2764,53
76.2805,104
76.2805,123
76.2846,88
76.2846,31
76.2846,-17
76.2887,-43
76.2887,-54
76.2887,-59
76.2928,-60
76.2928,-81
76.297,-53
76.297,15
76.297,74
76.301,121
76.301,112
76.3051,63
76.3051,4
76.3051,-33
76.3092,-50
76.3092,-57
76.3133,-60
76.3133,-70
76.3133,-73
76.3174,-28
76.3174,45
76.3174,98
76.3214,123
76.3214,95
76.3256,40
76.3256,-14
76.3256,-43
76.3297,-54
76.3297,-59
76.3338,-62
76.3338,-80
76.3338,-62
76.3379,5
76.3379,69
76.342,115
76.342,118
76.342,75
76.3461,14
76.3461,-27
76.3461,-48
76.3502,-56
76.3502,-58
76.3543,-63
76.3543,-80
76.3543,-40
76.3583,33
76.3583,86
76.3624,123
76.3624,103
76.3625,52
76.3665,-8
76.3665,-41
76.3665,-52
