Program Time [s],data 0
76.3706,-59
76.3706,-62
76.3747,-78
76.3748,-68
76.3748,-6
76.3788,62
76.3788,109
76.383,121
76.383,83
76.383,24
76.387,-21
76.387,-45
76.3911,-55
76.3911,-59
76.3911,-60
76.3952,-81
76.3952,-48
76.3952,23
76.3993,79
76.3993,122
76.4034,110
76.4034,59
76.4034,-2
76.4075,-38
76.4075,-52
76.4116,-59
76.4116,-62
76.4116,-75
76.4157,-70
76.4157,-18
76.4198,54
76.4198,105
76.4198,123
76.4239,88
76.4239,29
76.4239,-18
76.428,-43
76.428,-53
76.4321,-59
76.4321,-60
76.4321,-81
76.4361,-53
76.4361,17
76.4403,74
76.4403,120
76.4403,114
76.4443,64
76.4444,5
76.4484,-34
76.4484,-50
76.4484,-58
76.4525,-61
76.4526,-71
76.4526,-75
76.4566,-27
76.4566,46
76.4607,97
76.4607,123
76.4607,94
76.4648,42
76.4648,-13
76.469,-44
76.469,-53
76.469,-59
76.473,-61
76.473,-81
76.473,-62
76.4771,4
76.4771,68
76.4812,114
76.4812,118
76.4812,75
76.4853,15
76.4853,-26
76.4894,-46
76.4894,-56
76.4894,-58
76.4935,-62
76.4935,-80
76.4976,-43
76.4976,30
76.4976,87
76.5017,124
76.5017,103
76.5017,53
76.5058,-8
76.5058,-42
76.5099,-53
76.5099,-59
76.5099,-61
76.514,-76
76.514,-67
76.5181,-8
76.5181,60
76.5181,108
76.5222,120
76.5222,83
76.5263,26
76.5263,-20
76.5263,-44
76.5304,-55
76.5304,-58
76.5304,-59
76.5344,-81
76.5344,-50
76.5386,20
76.5386,78
76.5386,123
76.5426,111
76.5426,59
76.5467,-1
76.5468,-37
76.5468,-51
76.5508,-58
76.5508,-61
76.5509,-73
76.555,-71
76.555,-21
76.559,52
76.5591,103
76.5591,122
76.5631,89
76.5631,33
76.5672,-17
76.5672,-44
76.5672,-53
76.5713,-58
76.5713,-60
76.5754,-80
76.5754,-55
76.5754,14
76.5795,72
76.5795,119
76.5836,114
76.5836,66
76.5836,5
76.5877,-33
76.5877,-50
76.5877,-57
76.5918,-61
76.5918,-70
76.5959,-74
76.5959,-29
76.5959,44
76.6,96
76.6,123
76.6041,96
76.6041,43
76.6041,-12
76.6082,-43
76.6082,-55
76.6082,-60
76.6123,-60
76.6123,-79
76.6164,-62
76.6164,3
76.6164,68
76.6205,113
76.6205,118
76.6246,75
76.6246,16
76.6246,-27
76.6287,-48
76.6287,-56
76.6328,-58
76.6328,-62
76.6328,-79
76.6368,-41
76.6368,33
76.6368,85
76.641,121
76.641,104
76.645,50
76.6451,-7
76.6451,-40
76.6491,-51
76.6492,-57
76.6532,-61
76.6533,-76
76.6533,-67
76.6573,-10
76.6573,59
76.6614,107
76.6614,121
76.6614,83
76.6655,25
76.6655,-20
76.6655,-45
76.6696,-54
76.6696,-58
76.6737,-61
76.6738,-82
76.6738,-48
76.6778,23
76.6778,79
76.6819,121
76.6819,109
76.6819,58
76.686,-1
76.686,-37
76.6861,-50
76.6901,-58
76.6901,-60
76.6942,-75
76.6942,-72
76.6942,-20
76.6983,53
76.6983,105
76.7024,124
76.7024,89
76.7024,32
76.7065,-17
76.7065,-44
76.7106,-54
76.7106,-58
76.7106,-60
76.7147,-81
76.7147,-55
76.7147,15
76.7187,74
76.7188,120
76.7228,114
76.7229,64
76.7229,4
76.727,-34
76.727,-49
76.7311,-56
76.7311,-60
76.7311,-70
76.7351,-73
76.7352,-28
76.7392,45
76.7392,97
76.7392,123
76.7433,94
76.7433,39
76.7433,-13
76.7474,-42
76.7474,-53
76.7515,-59
76.7516,-61
76.7516,-80
76.7556,-61
76.7556,5
76.7597,68
76.7597,114
76.7597,118
76.7638,74
76.7638,14
76.7679,-27
76.7679,-48
76.7679,-57
76.772,-59
76.772,-64
76.772,-78
76.7761,-38
76.7761,33
76.7802,87
76.7802,122
76.7802,102
76.7843,51
76.7843,-8
76.7884,-41
76.7884,-53
76.7884,-58
76.7925,-60
76.7925,-78
76.7925,-68
76.7965,-7
76.7965,60
76.8007,108
76.8007,120
76.8007,83
76.8047,24
76.8047,-20
76.8089,-44
76.8089,-56
76.8089,-59
76.813,-60
76.813,-80
76.817,-48
76.817,23
76.8171,79
76.8212,123
76.8212,110
76.8212,58
76.8252,-3
76.8252,-39
76.8294,-52
76.8294,-59
76.8294,-60
76.8334,-75
76.8335,-71
76.8375,-17
76.8375,55
76.8375,104
76.8416,123
76.8417,87
76.8457,30
76.8457,-17
76.8457,-44
76.8498,-53
76.8498,-58
76.8499,-60
76.8539,-81
76.8539,-54
76.858,15
76.858,74
76.858,119
76.8621,113
76.8621,64
76.8662,4
76.8662,-33
76.8662,-49
76.8703,-57
76.8703,-60
76.8744,-70
76.8744,-73
76.8744,-27
76.8785,45
76.8785,96
76.8785,123
76.8826,95
76.8826,42
76.8867,-12
76.8867,-43
76.8867,-53
76.8908,-59
76.8908,-61
76.8949,-79
76.8949,-62
76.8949,3
76.899,67
76.899,113
76.899,118
76.903,75
76.9031,15
76.9072,-26
76.9072,-47
76.9072,-56
76.9112,-58
76.9113,-62
76.9154,-80
76.9154,-41
76.9154,33
76.9194,86
76.9194,122
76.9235,102
76.9236,52
76.9236,-7
76.9276,-40
76.9277,-52
76.9277,-59
76.9317,-61
76.9317,-78
76.9358,-69
76.9358,-8
76.9358,61
76.94,109
76.94,121
76.944,83
76.944,25
76.9441,-19
76.9482,-45
76.9482,-55
76.9522,-58
76.9522,-60
76.9522,-81
76.9563,-49
76.9563,22
76.9563,79
76.9604,123
76.9604,110
76.9645,58
76.9645,-1
76.9645,-38
76.9686,-51
76.9686,-60
76.9727,-60
76.9727,-73
76.9727,-70
76.9768,-18
76.9768,53
76.9809,102
76.9809,121
76.9809,88
76.985,33
76.985,-16
76.985,-45
76.9891,-54
76.9891,-58
76.9932,-59
76.9932,-80
76.9932,-54
76.9973,15
76.9973,74
77.0014,119
77.0014,113
77.0014,65
77.0055,6
77.0055,-34
77.0055,-51
77.0095,-59
77.0096,-59
77.0137,-68
77.0137,-74
77.0137,-29
77.0177,44
77.0177,95
77.0219,123
77.0219,96
77.0219,42
77.026,-13
77.026,-42
77.03,-54
77.0301,-58
77.0301,-60
77.0341,-78
77.0341,-63
77.0341,3
77.0382,67
77.0382,113
77.0423,118
77.0423,75
77.0423,16
77.0464,-25
77.0464,-46
77.0505,-55
77.0505,-57
77.0505,-62
77.0546,-79
77.0546,-41
77.0546,32
77.0587,85
77.0587,122
77.0628,102
77.0628,51
77.0628,-8
77.0669,-41
77.0669,-51
77.071,-57
77.071,-60
77.071,-76
77.0751,-68
77.0751,-10
77.0792,59
77.0792,108
77.0792,121
77.0833,83
77.0833,24
77.0833,-20
77.0874,-44
77.0874,-54
77.0915,-57
77.0915,-60
77.0915,-80
77.0955,-47
77.0956,23
77.0997,78
77.0997,120
77.0997,109
77.1038,57
77.1038,-3
77.1078,-38
77.1079,-49
77.1079,-58
77.112,-61
77.112,-74
77.112,-69
77.116,-17
77.116,54
77.1201,103
77.1201,121
77.1202,88
77.1242,31
77.1242,-17
77.1283,-44
77.1283,-54
77.1284,-57
77.1324,-60
77.1324,-81
77.1365,-52
77.1365,15
77.1365,74
77.1406,118
77.1406,111
77.1406,63
77.1447,3
77.1447,-34
77.1488,-49
77.1488,-57
77.1488,-59
77.1529,-70
77.1529,-73
77.157,-27
77.157,45
77.157,97
77.1611,123
77.1611,93
77.1652,39
77.1652,-14
77.1652,-42
77.1693,-53
77.1693,-58
77.1693,-61
77.1734,-80
77.1734,-61
77.1775,4
77.1775,67
77.1775,114
77.1816,117
77.1816,74
77.1857,14
77.1857,-27
77.1857,-47
77.1898,-55
77.1898,-58
77.1898,-63
77.1938,-79
77.1938,-40
77.198,33
77.198,88
77.198,122
77.202,101
77.202,48
77.2062,-11
77.2062,-40
77.2062,-51
77.2102,-58
77.2103,-59
77.2143,-78
77.2143,-66
77.2143,-5
77.2184,62
77.2185,111
77.2225,118
77.2225,79
77.2225,20
77.2266,-21
77.2266,-44
77.2266,-54
77.2307,-57
77.2307,-60
77.2348,-81
77.2348,-45
77.2348,27
77.239,81
77.239,121
77.243,107
77.243,55
77.243,-4
77.2471,-39
77.2471,-52
77.2471,-58
77.2512,-61
77.2512,-75
77.2553,-69
77.2553,-15
77.2553,56
77.2594,105
77.2594,121
77.2635,85
77.2635,29
77.2635,-19
77.2676,-44
77.2676,-54
77.2717,-57
77.2717,-58
77.2717,-80
77.2758,-52
77.2758,17
77.2758,74
77.2799,119
77.2799,111
77.284,61
77.284,1
77.284,-35
77.2881,-49
77.2881,-57
77.2922,-59
77.2922,-71
77.2922,-71
77.2963,-24
77.2963,46
77.3003,97
77.3003,122
77.3004,93
77.3045,37
77.3045,-15
77.3045,-44
77.3085,-53
77.3085,-57
77.3126,-59
77.3127,-80
77.3127,-57
77.3167,9
77.3167,70
77.3208,115
77.3208,115
77.3208,69
77.325,9
77.325,-29
77.325,-46
77.329,-56
77.329,-58
77.3332,-63
77.3332,-78
77.3332,-37
77.3372,36
77.3372,89
77.3413,122
77.3413,101
77.3413,48
77.3454,-9
77.3454,-41
77.3495,-52
77.3495,-59
77.3495,-61
77.3536,-78
77.3536,-66
77.3536,-4
77.3577,62
77.3577,109
77.3618,119
77.3618,80
77.3618,20
77.3659,-22
77.3659,-45
77.37,-54
77.37,-57
77.37,-59
77.3741,-80
77.3741,-46
77.3781,26
77.3781,80
77.3781,121
77.3823,106
77.3823,55
77.3823,-4
77.3863,-39
77.3863,-51
77.3905,-58
77.3905,-60
77.3905,-76
77.3945,-70
77.3945,-15
77.3986,56
77.3987,107
77.3987,121
77.4027,85
77.4027,27
77.4069,-18
77.4069,-44
77.4069,-53
77.411,-56
77.411,-59
77.411,-82
77.415,-51
77.415,20
77.4192,76
77.4192,120
77.4192,110
77.4232,60
77.4232,0
77.4273,-36
77.4274,-50
77.4274,-57
77.4314,-59
77.4314,-71
77.4314,-71
77.4355,-22
77.4355,49
77.4396,100
77.4396,121
77.4396,90
77.4437,34
77.4437,-16
77.4478,-44
77.4478,-53
77.4478,-57
77.4519,-59
77.4519,-80
77.456,-57
77.456,12
77.456,71
77.4601,117
77.4601,114
77.4642,67
77.4642,7
77.4642,-31
77.4683,-48
77.4683,-56
77.4683,-58
77.4724,-67
77.4724,-75
77.4765,-32
77.4765,40
77.4765,92
77.4806,122
77.4806,96
77.4847,44
77.4847,-12
77.4847,-41
77.4888,-52
77.4888,-58
77.4888,-60
77.4929,-80
77.4929,-64
77.497,1
77.497,66
77.497,112
77.501,118
77.501,77
77.5051,18
77.5051,-24
77.5052,-46
77.5092,-54
77.5092,-56
77.5133,-61
77.5133,-80
77.5133,-44
77.5174,29
77.5174,83
77.5174,122
77.5215,104
77.5215,53
77.5256,-5
77.5256,-39
77.5256,-51
77.5297,-58
77.5297,-60
77.5338,-75
77.5338,-68
77.5338,-11
77.5379,58
77.5379,106
77.542,120
77.542,83
77.542,25
77.5461,-21
77.5461,-44
77.5461,-53
77.5502,-58
77.5502,-59
77.5543,-80
77.5543,-49
77.5543,21
77.5584,76
77.5584,120
77.5625,110
77.5625,60
77.5625,0
77.5666,-36
77.5666,-51
77.5666,-57
77.5706,-60
77.5706,-72
77.5748,-70
77.5748,-21
77.5748,50
77.5788,100
77.5789,122
77.583,89
77.583,32
77.583,-17
77.5871,-43
77.5871,-52
77.5911,-57
77.5911,-59
77.5911,-80
77.5952,-55
77.5953,13
77.5953,72
77.5993,119
77.5993,113
77.6034,64
77.6035,4
77.6035,-33
77.6075,-48
77.6075,-55
77.6116,-58
77.6116,-68
77.6116,-73
77.6157,-29
77.6157,43
77.6198,95
77.6198,122
77.6198,94
77.624,42
77.624,-13
77.624,-42
77.628,-52
77.628,-58
77.6321,-60
77.6321,-80
77.6321,-61
77.6362,4
77.6362,67
77.6403,113
77.6403,116
77.6403,73
77.6444,15
77.6444,-26
77.6485,-47
77.6485,-56
77.6485,-58
77.6526,-63
77.6526,-77
77.6526,-39
77.6566,33
77.6566,86
77.6608,121
77.6608,102
77.6608,50
77.6648,-8
77.6649,-41
77.669,-52
77.669,-58
77.669,-59
77.6731,-76
77.6731,-66
77.6731,-6
77.6771,60
77.6771,108
77.6813,119
77.6813,81
77.6813,22
77.6853,-23
77.6853,-45
77.6895,-53
77.6895,-57
77.6895,-59
77.6935,-80
77.6936,-46
77.6976,24
77.6976,79
77.6976,121
77.7018,109
77.7018,57
77.7018,-2
77.7058,-38
77.7058,-52
77.71,-58
77.71,-60
77.71,-74
77.714,-69
77.714,-17
77.7181,54
77.7181,103
77.7181,121
77.7222,86
77.7222,30
77.7263,-18
77.7263,-43
77.7263,-53
77.7304,-57
77.7304,-58
77.7304,-80
77.7345,-53
77.7345,16
77.7386,75
77.7386,119
77.7386,110
77.7427,62
77.7427,3
77.7468,-34
77.7468,-49
77.7468,-56
77.7509,-60
77.7509,-71
77.755,-71
77.755,-25
77.755,46
77.7591,97
77.7591,122
77.7591,92
77.7631,38
77.7632,-14
77.7673,-44
77.7673,-53
77.7673,-58
77.7713,-60
77.7713,-80
77.7754,-60
77.7755,7
77.7755,69
77.7795,115
77.7795,116
77.7836,71
77.7836,11
77.7836,-28
77.7878,-46
77.7878,-55
77.7878,-59
77.7918,-65
77.7918,-77
77.796,-36
77.796,36
77.796,89
77.8,122
77.8,99
77.8041,47
77.8041,-10
77.8041,-42
77.8082,-52
77.8083,-57
77.8123,-60
77.8123,-77
77.8123,-66
77.8164,-4
77.8164,62
77.8164,110
77.8205,119
77.8205,78
77.8246,19
77.8246,-22
77.8246,-45
77.8287,-55
77.8287,-56
77.8328,-59
77.8328,-80
77.8328,-45
77.8369,27
77.8369,82
77.841,121
77.841,105
77.841,54
77.8451,-5
77.8451,-38
77.8451,-51
77.862,-57
77.862,-60
77.862,-75
77.862,-68
77.862,-14
77.862,56
77.862,106
77.862,120
77.8621,85
77.8621,27
77.8656,-20
77.8656,-46
77.8656,-55
77.8697,-56
77.8697,-57
77.8738,-80
77.8738,-50
77.8738,20
77.8778,77
77.8779,120
77.882,109
77.882,59
77.882,0
77.8861,-35
77.8861,-50
77.8902,-58
77.8902,-60
77.8902,-71
77.8942,-71
77.8943,-23
77.8943,50
77.8983,100
77.8983,122
77.9024,90
77.9024,34
77.9024,-16
77.9065,-44
77.9065,-54
77.9106,-57
77.9106,-58
77.9106,-79
77.9147,-56
77.9147,11
77.9188,71
77.9188,118
77.9188,115
77.9229,67
77.9229,7
77.9229,-32
77.927,-49
77.927,-55
77.9311,-56
77.9311,-66
77.9311,-75
77.9352,-32
77.9352,39
77.9393,91
77.9393,122
77.9393,97
77.9434,45
77.9434,-11
77.9434,-41
77.9475,-52
77.9475,-59
77.9516,-60
77.9516,-78
77.9516,-63
77.9556,-1
77.9556,63
77.9598,111
77.9598,117
77.9598,76
77.9638,17
77.9638,-24
77.968,-45
77.968,-54
77.968,-56
77.9721,-60
77.9721,-79
77.9721,-42
77.9761,30
77.9761,83
77.9802,121
77.9802,102
77.9803,52
77.9843,-6
77.9843,-40
77.9884,-51
77.9885,-57
77.9885,-60
77.9925,-75
77.9925,-67
77.9966,-10
77.9966,58
77.9966,107
78.0007,118
78.0007,81
78.0007,24
78.0048,-20
78.0048,-43
78.009,-54
78.009,-56
78.009,-59
78.013,-81
78.013,-48
78.0171,21
78.0171,78
78.0171,120
78.0212,109
78.0212,58
78.0253,-1
78.0253,-37
78.0253,-50
78.0294,-57
78.0294,-59
78.0294,-73
78.0335,-69
78.0335,-19
78.0376,51
78.0376,101
78.0376,120
78.0416,87
78.0416,30
78.0458,-20
78.0458,-45
78.0458,-51
78.0499,-54
78.0499,-57
78.054,-79
78.054,-53
78.054,15
78.0581,73
78.0581,118
78.0581,110
78.0621,63
78.0621,3
78.0663,-34
78.0663,-50
78.0663,-57
78.0703,-59
78.0704,-69
78.0744,-72
78.0744,-27
78.0744,45
78.0785,97
78.0786,122
78.0826,93
78.0826,41
78.0826,-13
78.0867,-44
78.0868,-53
78.0868,-58
78.0908,-60
78.0908,-79
78.095,-60
78.095,6
78.095,69
78.099,114
78.099,115
78.1031,71
78.1031,12
78.1031,-28
78.1072,-47
78.1072,-55
78.1072,-57
78.1113,-63
78.1113,-76
78.1154,-37
78.1154,34
78.1154,87
78.1195,120
78.1195,100
78.1236,49
78.1236,-9
78.1236,-41
78.1278,-51
78.1278,-57
78.1318,-59
78.1318,-78
78.1318,-65
78.1359,-4
78.1359,62
78.1359,108
78.14,118
78.14,80
78.1441,21
78.1441,-23
78.1441,-47
78.1481,-54
78.1482,-55
78.1523,-58
78.1523,-80
78.1523,-46
78.1563,25
78.1563,81
78.1604,121
78.1605,105
78.1605,55
78.1646,-4
78.1646,-39
78.1646,-51
78.1686,-57
78.1686,-60
78.1727,-75
78.1727,-68
78.1728,-14
78.1768,56
78.1768,105
78.181,119
78.181,84
78.181,29
78.185,-17
78.185,-43
78.1891,-54
78.1891,-57
78.1891,-60
78.1932,-82
78.1932,-51
78.1932,20
78.1973,76
78.1973,119
78.2014,109
78.2014,61
78.2014,1
78.2055,-35
78.2055,-49
78.2096,-57
78.2096,-59
78.2096,-71
78.2137,-71
78.2137,-23
78.2137,48
78.2178,98
78.2178,121
78.2219,89
78.2219,36
78.222,-15
78.226,-44
78.226,-52
78.2301,-57
78.2301,-58
78.2301,-79
78.2342,-57
78.2342,10
78.2383,70
78.2383,117
78.2383,114
78.2424,68
78.2424,7
78.2424,-31
78.2465,-48
78.2465,-55
78.2506,-59
78.2506,-66
78.2506,-75
78.2546,-33
78.2546,38
78.2587,91
78.2588,122
78.2588,97
78.2628,46
78.2628,-11
78.267,-41
78.267,-52
78.267,-58
78.271,-60
78.271,-79
78.2711,-65
78.2751,-1
78.2751,64
78.2792,110
78.2793,117
78.2793,77
78.2833,18
78.2833,-23
78.2875,-43
78.2875,-54
78.2875,-57
78.2915,-61
78.2915,-81
78.2956,-45
78.2956,28
78.2956,83
78.2997,122
78.2997,104
78.2998,53
78.3038,-4
78.3038,-39
78.3079,-52
78.3079,-59
78.3079,-61
78.312,-76
78.312,-67
78.3161,-10
78.3161,57
78.3161,106
78.3202,118
78.3202,83
78.3243,26
78.3243,-19
78.3243,-43
78.3284,-53
78.3284,-57
78.3284,-59
78.3325,-81
78.3325,-48
78.3366,22
78.3366,77
78.3366,120
78.3407,108
78.3407,58
78.3448,-1
78.3448,-37
78.3448,-50
78.3489,-57
78.3489,-60
78.353,-73
78.353,-70
78.353,-19
78.357,52
78.357,101
78.3571,121
78.3611,88
78.3611,31
78.3652,-16
78.3653,-43
78.3653,-53
78.3694,-57
78.3694,-58
78.3734,-79
78.3734,-54
78.3734,13
78.3775,73
78.3775,118
78.3816,112
78.3816,63
78.3816,5
78.3857,-32
78.3857,-48
78.3857,-55
78.3898,-59
78.3898,-69
78.394,-75
78.394,-29
78.394,42
78.398,94
78.398,122
78.4021,94
78.4021,43
78.4021,-12
78.4062,-42
78.4062,-53
78.4062,-58
78.4104,-60
78.4104,-80
78.4144,-62
78.4144,4
78.4144,67
78.4185,112
78.4185,115
78.4226,73
78.4226,15
78.4226,-25
78.4267,-46
78.4267,-55
78.4308,-58
78.4308,-63
78.4308,-77
78.4349,-39
78.4349,32
78.4349,85
78.439,121
78.439,101
78.4431,51
78.4431,-8
78.4431,-41
78.4471,-51
78.4472,-58
78.4512,-59
78.4512,-77
78.4512,-67
78.4553,-7
78.4554,61
78.4594,107
78.4594,118
78.4594,82
78.4636,24
78.4636,-20
78.4636,-44
78.4676,-53
78.4676,-57
78.4717,-59
78.4718,-80
78.4718,-48
78.4758,22
78.4758,77
78.48,120
78.48,106
78.48,56
78.484,-1
78.484,-37
78.484,-49
78.4881,-57
78.4881,-59
78.4922,-72
78.4922,-70
78.4922,-18
78.4963,52
78.4963,102
78.5004,119
78.5004,86
78.5004,30
78.5045,-18
78.5046,-44
78.5086,-51
78.5086,-56
78.5086,-59
78.5127,-80
78.5127,-51
78.5127,17
78.5168,74
78.5168,119
78.5209,110
78.5209,61
78.5209,1
78.525,-35
78.525,-48
78.5291,-55
78.5291,-58
78.5291,-70
78.5332,-72
78.5332,-25
78.5372,47
78.5373,99
78.5373,121
78.5413,91
78.5414,37
78.5414,-14
78.5454,-43
78.5454,-52
78.5495,-58
78.5496,-59
78.5496,-79
78.5536,-59
78.5536,7
78.5577,69
78.5578,114
78.5578,115
78.5618,70
78.5618,11
78.566,-29
78.566,-47
78.566,-55
78.5701,-57
78.5701,-64
78.5701,-76
78.5741,-36
78.5741,35
78.5782,87
78.5782,120
78.5782,99
78.5823,48
78.5823,-7
78.5864,-40
78.5864,-51
78.5864,-58
78.5905,-60
78.5905,-76
78.5905,-66
78.5946,-8
78.5946,59
78.5988,108
78.5988,119
78.5988,82
78.6028,24
78.6028,-21
78.6069,-44
78.6069,-52
78.6069,-56
78.611,-58
78.611,-80
78.615,-48
78.615,21
78.6151,77
78.6192,120
78.6192,107
78.6192,57
78.6233,-2
78.6233,-36
78.6274,-49
78.6274,-57
78.6274,-59
78.6314,-75
78.6314,-70
78.6355,-17
78.6356,52
78.6356,102
78.6396,120
78.6396,87
78.6437,31
78.6438,-17
78.6438,-42
78.6479,-53
78.6479,-56
78.6479,-58
78.652,-80
78.652,-53
78.656,16
78.6561,73
78.6561,118
78.6601,110
78.6601,62
78.6642,3
78.6642,-33
78.6642,-49
78.6683,-56
78.6683,-60
78.6724,-70
78.6724,-72
78.6724,-26
78.6765,47
78.6765,98
78.6766,120
78.6806,90
78.6806,37
78.6847,-14
78.6847,-42
78.6847,-51
78.6888,-57
78.6888,-60
78.693,-81
78.693,-59
78.693,9
78.697,70
78.697,114
78.7011,115
78.7011,70
78.7011,10
78.7052,-28
78.7052,-47
78.7052,-55
78.7093,-58
78.7093,-65
78.7134,-76
78.7134,-35
78.7134,36
78.7174,88
78.7175,120
78.7215,99
78.7215,48
78.7215,-8
78.7257,-41
78.7257,-52
78.7257,-58
78.7298,-60
78.7298,-77
78.7338,-67
78.7338,-5
78.7338,60
78.738,108
78.738,118
78.742,80
78.7421,23
78.7421,-21
78.7462,-45
78.7462,-54
78.7502,-56
78.7502,-59
78.7502,-79
78.7543,-46
78.7543,24
78.7544,79
78.7584,120
78.7584,105
78.7625,55
78.7625,-2
78.7625,-37
78.7666,-51
78.7666,-58
78.7707,-59
78.7707,-73
78.7707,-69
78.7748,-16
78.7748,54
78.7789,103
78.7789,120
78.7789,84
78.783,28
78.783,-17
78.783,-43
78.7871,-52
78.7871,-56
78.7912,-58
78.7912,-80
78.7912,-51
78.7953,16
78.7953,73
78.7994,119
78.7994,111
78.7994,61
78.8035,2
78.8035,-34
78.8035,-49
78.8076,-56
78.8076,-59
78.8117,-71
78.8117,-72
78.8117,-25
78.8157,46
78.8157,97
78.8199,122
78.8199,91
78.8199,38
78.824,-14
78.824,-44
78.828,-52
78.828,-57
78.8281,-59
78.8322,-78
78.8322,-59
78.8322,6
78.8362,67
78.8362,113
78.8404,115
78.8404,71
78.8404,13
78.8445,-26
78.8445,-46
78.8486,-56
78.8486,-58
78.8486,-64
78.8527,-76
78.8527,-36
78.8527,35
78.8567,87
78.8567,121
78.8608,99
78.8608,49
78.8608,-8
78.8649,-40
78.8649,-52
78.869,-58
78.869,-60
78.869,-76
78.8731,-67
78.8731,-7
78.8772,60
78.8772,107
78.8772,119
78.8813,81
78.8813,22
78.8814,-22
78.8854,-44
78.8854,-53
78.8895,-56
78.8895,-58
78.8895,-79
78.8936,-48
78.8936,22
78.8977,77
78.8977,120
78.8977,106
78.9018,57
78.9018,-2
78.9059,-36
78.9059,-49
78.9059,-57
78.91,-59
78.91,-72
78.91,-69
78.914,-19
78.914,51
78.9182,101
78.9182,119
78.9182,87
78.9222,32
78.9222,-17
78.9264,-43
78.9264,-51
78.9264,-56
78.9304,-59
78.9305,-81
78.9345,-53
78.9345,15
78.9346,72
78.9386,118
78.9387,112
78.9387,64
78.9427,4
78.9427,-33
78.9468,-49
78.9469,-57
78.9469,-57
78.951,-68
78.951,-73
78.955,-29
78.955,42
78.955,94
78.9591,121
78.9591,94
78.9591,41
78.9632,-12
78.9632,-41
78.9673,-51
78.9673,-57
78.9673,-59
78.9714,-80
78.9714,-62
78.9755,3
78.9756,68
78.9756,112
78.9796,116
78.9796,73
78.9837,14
78.9837,-26
78.9837,-46
78.9878,-54
78.9878,-56
78.9878,-63
78.9919,-78
78.9919,-39
78.996,33
78.996,86
78.996,122
79.0001,101
79.0001,49
79.0042,-8
79.0042,-40
79.0042,-51
79.0083,-56
79.0083,-59
79.0124,-77
79.0124,-67
79.0124,-7
79.0165,61
79.0165,107
79.0165,119
79.0205,81
79.0205,22
79.0247,-22
79.0247,-44
79.0247,-53
79.0288,-57
79.0288,-60
79.0328,-79
79.0329,-45
79.0329,26
79.037,80
79.037,119
79.041,105
79.041,55
79.0411,-3
79.0451,-38
79.0452,-50
79.0452,-57
79.0492,-59
79.0492,-74
79.0533,-67
79.0533,-14
79.0533,55
79.0574,103
79.0574,119
79.0615,84
79.0615,28
79.0615,-19
79.0656,-45
79.0656,-52
79.0697,-56
79.0697,-58
79.0697,-80
79.0738,-49
79.0738,19
79.0738,75
79.0779,119
79.0779,109
79.082,59
79.082,0
79.082,-36
79.0861,-49
79.0861,-56
79.0902,-59
79.0902,-71
79.0902,-69
79.0943,-22
79.0943,47
79.0943,99
79.0983,121
79.0984,89
79.1025,36
79.1025,-14
79.1025,-43
79.1065,-52
79.1066,-57
79.1107,-60
79.1107,-80
79.1107,-57
79.1147,10
79.1147,69
79.1189,115
79.1189,114
79.1189,69
79.123,9
79.123,-30
79.123,-47
79.127,-54
79.127,-57
79.1311,-65
79.1311,-77
79.1312,-35
79.1352,36
79.1352,89
79.1393,121
79.1393,98
79.1393,47
79.1434,-10
79.1434,-40
79.1475,-50
79.1475,-58
79.1475,-61
79.1516,-79
79.1516,-65
79.1516,0
79.1557,64
79.1557,109
79.1598,117
79.1598,77
79.1598,19
79.1639,-22
79.1639,-45
79.168,-54
79.168,-56
79.168,-60
79.1721,-79
79.1721,-44
79.1721,27
79.1762,80
79.1762,120
79.1803,104
79.1803,54
79.1803,-4
79.1844,-38
79.1844,-49
79.1885,-57
79.1885,-60
79.1885,-75
79.1926,-67
79.1926,-12
79.1967,55
79.1967,104
79.1967,120
79.2169,83
79.217,26
79.217,-19
79.217,-44
79.217,-53
79.217,-55
79.217,-58
79.217,-80
79.217,-49
79.217,20
79.2171,75
79.2172,118
79.2172,108
79.2212,59
79.2212,0
79.2254,-36
79.2254,-50
79.2254,-56
79.2295,-58
79.2295,-70
79.2295,-70
79.2335,-23
79.2335,48
79.2376,98
79.2376,120
79.2376,89
79.2417,36
79.2417,-15
79.2458,-42
79.2458,-52
79.2458,-57
79.25,-60
79.25,-81
79.254,-57
79.254,10
79.254,70
79.2581,117
79.2581,114
79.2581,67
79.2622,8
79.2622,-30
79.2663,-47
79.2663,-55
79.2663,-58
79.2704,-66
79.2704,-75
79.2745,-33
79.2745,37
79.2745,90
79.2786,120
79.2786,98
79.2827,45
79.2827,-10
79.2827,-41
79.2868,-52
79.2868,-57
79.2868,-58
79.2908,-78
79.2908,-64
79.295,0
79.295,63
79.295,109
79.299,117
79.299,78
79.3031,19
79.3031,-23
79.3031,-45
79.3073,-55
79.3073,-56
79.3073,-58
79.3113,-78
79.3113,-43
79.3154,28
79.3154,80
79.3154,120
79.3195,104
79.3195,54
79.3236,-5
79.3236,-38
79.3236,-51
79.3277,-58
79.3277,-60
79.3318,-75
79.3318,-67
79.3318,-12
79.336,56
79.336,104
79.34,119
79.34,82
79.34,25
79.3441,-19
79.3441,-43
79.3441,-53
79.3482,-56
79.3482,-57
79.3523,-79
79.3523,-47
79.3523,22
79.3564,76
79.3564,117
79.3605,105
