Program Time [s],data 0
649.171,-37
649.171,-26
649.171,-26
649.171,-31
649.175,-31
649.176,-15
649.176,10
649.18,40
649.18,67
649.18,79
649.18,74
649.184,52
649.184,19
649.184,-10
649.188,-33
649.188,-48
649.188,-53
649.188,-46
649.192,-35
649.192,-30
649.192,-29
649.192,-26
649.196,-10
649.196,15
649.196,43
649.2,64
649.2,77
649.2,71
649.2,50
649.204,20
649.204,-6
649.204,-22
649.208,-25
649.208,-28
649.208,-35
649.208,-37
649.212,-37
649.212,-41
649.212,-41
649.216,-25
649.216,2
649.216,31
649.216,52
649.221,62
649.221,63
649.221,56
649.225,40
649.225,19
649.225,-1
649.225,-21
649.229,-39
649.229,-50
649.229,-47
649.233,-37
649.233,-32
649.233,-30
649.233,-23
649.237,-6
649.237,19
649.237,44
649.237,63
649.241,72
649.241,70
649.241,57
649.245,30
649.245,-4
649.245,-37
649.245,-55
649.249,-56
649.249,-48
649.249,-39
649.253,-34
649.253,-32
649.253,-26
649.253,-11
649.257,12
649.257,39
649.257,64
649.261,77
649.261,74
649.261,55
649.262,29
649.266,4
649.266,-14
649.266,-27
649.27,-32
649.27,-36
649.27,-40
649.27,-42
649.274,-44
649.274,-45
649.274,-30
649.278,1
649.278,34
649.278,58
649.278,72
649.282,69
649.282,51
649.282,27
649.282,5
649.286,-13
649.286,-25
649.286,-29
649.29,-27
649.29,-26
649.29,-30
649.29,-43
649.294,-52
649.294,-42
649.294,-10
649.298,32
649.298,67
649.298,82
649.298,71
649.302,47
649.302,24
649.302,4
649.307,-6
649.307,-11
649.307,-16
649.307,-27
649.311,-38
649.311,-42
649.311,-40
649.315,-39
649.315,-37
649.315,-22
649.315,8
649.319,44
649.319,71
649.319,79
649.323,64
649.323,39
649.323,20
649.323,8
649.327,-5
649.327,-26
649.327,-46
649.331,-52
649.331,-44
649.331,-33
649.331,-31
649.335,-33
649.335,-21
649.335,2
649.335,27
649.339,48
649.339,64
649.339,75
649.343,71
649.343,43
649.343,0
649.343,-28
649.348,-38
649.348,-36
649.348,-28
649.352,-20
649.352,-22
649.352,-34
649.352,-48
649.356,-41
649.356,-12
649.356,28
649.36,65
649.36,89
649.36,89
649.36,61
649.364,15
649.364,-23
649.364,-43
649.368,-45
649.368,-32
649.368,-18
649.368,-9
649.372,-9
649.372,-24
649.372,-47
649.372,-57
649.376,-30
649.376,18
649.376,64
649.38,91
649.38,86
649.38,51
649.38,16
649.384,3
649.384,19
649.384,44
649.388,40
649.388,-10
649.388,-80
649.389,-111
649.393,-99
649.393,-80
649.393,-62
649.397,-33
649.397,2
649.397,44
649.397,82
649.401,103
649.401,107
649.401,89
649.405,44
649.405,-9
649.405,-40
649.405,-41
649.409,-26
649.409,-15
649.409,-14
649.413,-21
649.413,-27
649.413,-18
649.413,8
649.417,32
649.417,35
649.417,15
649.421,-6
649.421,-13
649.421,-11
649.421,-8
649.425,-2
649.425,7
649.425,15
649.425,11
649.429,-11
649.429,-39
649.429,-51
649.434,-36
649.434,-18
649.434,-21
649.434,-23
649.438,-10
649.438,23
649.438,86
649.442,151
649.442,180
649.442,146
649.442,50
649.446,-54
649.446,-117
649.446,-125
649.45,-96
649.45,-56
649.45,-30
649.45,-43
649.454,-82
649.454,-88
649.454,-37
649.458,40
649.458,98
649.458,121
649.458,123
649.462,107
649.462,56
649.462,-17
649.466,-69
649.466,-70
649.466,-35
649.466,4
649.47,24
649.47,14
649.47,-14
649.474,-39
649.474,-46
649.474,-38
649.474,-22
649.479,-2
649.479,33
649.479,67
649.483,69
649.483,51
649.483,33
649.483,12
649.487,0
649.487,6
649.487,14
649.487,4
649.491,-45
649.491,-124
649.491,-153
649.495,-92
649.495,5
649.495,66
649.495,75
649.499,68
649.499,77
649.499,86
649.503,67
649.503,30
649.503,-3
649.503,-24
649.507,-32
649.507,-36
649.507,-45
649.511,-52
649.511,-47
649.511,-33
649.511,-15
649.515,-2
649.515,6
649.515,15
649.52,25
649.52,35
649.52,45
649.52,55
649.524,59
649.524,53
649.524,33
649.528,0
649.528,-41
649.528,-68
649.528,-68
649.532,-53
649.532,-41
649.532,-33
649.532,-24
649.536,-9
649.536,15
649.536,44
649.54,66
649.54,82
649.54,96
649.54,83
649.544,25
649.544,-44
649.544,-76
649.548,-56
649.548,-25
649.548,-18
649.548,-28
649.552,-35
649.552,-37
649.552,-31
649.556,-6
649.556,30
649.556,58
649.556,58
649.56,33
649.56,2
649.56,-8
649.565,8
649.565,32
649.565,53
649.565,52
649.569,13
649.569,-45
649.569,-74
649.573,-58
649.573,-27
649.573,-16
649.573,-24
649.577,-26
649.577,-4
649.577,27
649.577,40
649.581,35
649.581,38
649.581,57
649.585,64
649.585,38
649.585,2
649.585,-20
649.589,-28
649.589,-28
649.589,-27
649.593,-25
649.593,-32
649.593,-60
649.593,-93
649.597,-91
649.597,-22
649.597,80
649.601,145
649.601,129
649.601,70
649.601,22
649.606,1
649.606,2
649.606,3
649.61,-15
649.61,-49
649.61,-67
649.61,-46
649.614,-6
649.614,4
649.614,-37
649.614,-83
649.618,-64
649.618,11
649.618,79
649.622,105
649.622,96
649.622,77
649.622,57
649.626,27
649.626,-20
649.626,-58
649.63,-42
649.63,0
649.63,5
649.63,-38
649.634,-93
649.634,-111
649.634,-71
649.638,-3
649.638,49
649.638,77
649.638,100
649.642,109
649.642,95
649.642,67
649.647,12
649.647,-76
649.647,-141
649.647,-129
649.651,-53
649.651,15
649.651,33
649.655,13
649.655,-6
649.655,-6
649.655,14
649.659,38
649.659,43
649.659,35
649.663,36
649.663,39
649.663,32
649.663,21
649.667,14
649.667,3
649.667,-12
649.671,-27
649.671,-43
649.671,-56
649.671,-51
649.675,-36
649.675,-29
649.675,-26
649.675,-10
649.679,21
649.679,40
649.679,44
649.683,57
649.683,63
649.683,47
649.683,15
649.687,-5
649.687,-12
649.687,-8
649.692,-5
649.692,-11
649.692,-33
649.692,-48
649.696,-38
649.696,-16
649.696,-11
649.7,-26
649.7,-25
649.7,16
649.7,64
649.704,85
649.704,80
649.704,58
649.708,29
649.708,0
649.708,-22
649.708,-36
649.712,-44
649.712,-57
649.712,-77
649.716,-81
649.716,-50
649.716,-6
649.716,26
649.72,52
649.72,82
649.72,104
649.724,103
649.724,80
649.724,38
649.724,-14
649.728,-58
649.728,-76
649.728,-74
649.728,-64
649.732,-55
649.732,-51
649.732,-49
649.737,-38
649.737,-12
649.737,26
649.737,76
649.741,116
649.741,127
649.741,107
649.745,60
649.745,-1
649.745,-61
649.745,-86
649.749,-65
649.749,-22
649.749,2
649.753,-1
649.753,-18
649.753,-39
649.753,-42
649.757,-17
649.757,18
649.757,41
649.761,48
649.761,53
649.761,54
649.761,44
649.765,23
649.765,-2
649.765,-19
649.769,-29
649.769,-36
649.769,-34
649.769,-16
649.773,8
649.773,7
649.773,-25
649.773,-46
649.778,-36
649.778,-8
649.778,17
649.782,25
649.782,31
649.782,46
649.782,57
649.786,45
649.786,16
649.786,-4
649.79,-8
649.79,0
649.79,-6
649.79,-47
649.794,-82
649.794,-76
649.794,-39
649.798,-5
649.798,14
649.798,33
649.798,56
649.802,79
649.802,87
649.802,75
649.806,52
649.806,28
649.806,-1
649.806,-38
649.81,-69
649.81,-84
649.81,-83
649.81,-60
649.814,-24
649.814,-1
649.814,0
649.818,-4
649.818,-11
649.818,2
649.819,50
649.823,96
649.823,101
649.823,77
649.827,59
649.827,37
649.827,-9
649.827,-54
649.831,-66
649.831,-60
649.831,-58
649.835,-62
649.835,-78
649.835,-75
649.835,-27
649.839,42
649.839,90
649.839,113
649.843,116
649.843,92
649.843,47
649.843,7
649.847,-23
649.847,-44
649.847,-43
649.847,-42
649.851,-50
649.851,-47
649.851,-41
649.855,-45
649.855,-54
649.855,-49
649.855,-19
649.859,29
649.859,86
649.859,124
649.864,108
649.864,48
649.864,-7
649.864,-11
649.868,23
649.868,42
649.868,14
649.872,-39
649.872,-76
649.872,-77
649.872,-62
649.876,-49
649.876,-32
649.876,-3
649.88,25
649.88,61
649.88,95
649.88,81
649.884,32
649.884,19
649.884,45
649.888,35
649.888,-27
649.888,-86
649.888,-99
649.892,-70
649.892,-29
649.892,-1
649.892,9
649.896,5
649.896,-7
649.896,-15
649.9,5
649.9,44
649.9,66
649.9,52
649.905,26
649.905,33
649.905,52
649.909,43
649.909,9
649.909,-24
649.909,-60
649.913,-81
649.913,-70
649.913,-53
649.917,-65
649.917,-80
649.917,-61
649.917,-10
649.921,66
649.921,157
649.921,198
649.925,156
649.925,64
649.925,-18
649.925,-60
649.929,-61
649.929,-50
649.929,-47
649.933,-50
649.933,-48
649.933,-36
649.933,-21
649.937,-10
649.937,0
649.937,5
649.937,18
649.941,58
649.941,105
649.941,124
649.945,97
649.945,25
649.946,-49
649.946,-88
649.95,-77
649.95,-39
649.95,-20
649.954,-42
649.954,-84
649.954,-91
649.954,-49
649.958,4
649.958,43
649.958,71
649.962,91
649.962,88
649.962,67
649.962,47
649.966,39
649.966,31
649.966,12
649.97,-16
649.97,-64
649.97,-111
649.97,-97
649.974,-34
649.974,2
649.974,-11
649.978,-31
649.978,-23
649.978,14
649.978,62
649.982,95
649.982,99
649.982,81
649.986,48
649.986,11
649.986,-18
649.986,-36
649.991,-41
649.991,-30
649.991,-26
649.995,-38
649.995,-52
649.995,-62
649.995,-73
649.999,-60
649.999,-4
649.999,65
650.003,108
650.003,115
650.003,100
650.003,76
650.007,47
650.007,-1
650.007,-59
650.007,-99
650.011,-95
650.011,-53
650.011,-10
650.015,-7
650.015,-32
650.015,-29
650.015,16
650.019,54
650.019,53
650.019,40
650.023,38
650.023,45
650.023,52
650.023,48
650.027,33
650.027,3
650.027,-38
650.031,-80
650.031,-104
650.031,-85
650.031,-32
650.036,0
650.036,-1
650.036,0
650.036,9
650.04,13
650.04,16
650.04,47
650.044,90
650.044,104
650.044,79
650.044,39
650.048,7
650.048,-12
650.048,-34
650.052,-59
650.052,-74
650.052,-75
650.052,-71
650.056,-64
650.056,-39
650.056,-3
650.06,29
650.06,58
650.06,83
650.06,94
650.064,89
650.064,62
650.064,31
650.068,10
650.068,-10
650.068,-44
650.068,-87
650.073,-111
650.073,-82
650.073,-24
650.073,1
650.077,-12
650.077,-28
650.077,-17
650.081,20
650.081,67
650.081,100
650.085,104
650.085,76
650.085,33
650.085,0
650.089,-17
650.089,-26
650.089,-33
650.089,-39
650.093,-38
650.093,-28
650.093,-26
650.097,-26
650.097,-24
650.097,-27
650.097,-21
650.101,16
650.101,71
650.101,103
650.105,99
650.105,64
650.105,14
650.105,-28
650.109,-49
650.109,-53
650.109,-47
650.113,-38
650.113,-33
650.113,-36
650.113,-40
650.117,-33
650.117,-7
650.117,27
650.122,58
650.122,81
650.122,93
650.122,90
650.126,58
650.126,4
650.126,-36
650.13,-49
650.13,-51
650.13,-59
650.13,-58
650.134,-42
650.134,-33
650.134,-35
650.134,-31
650.138,-9
650.138,24
650.138,54
650.142,75
650.142,85
650.142,79
650.142,62
650.146,36
650.146,7
650.146,-17
650.15,-35
650.15,-43
650.15,-46
650.15,-43
650.154,-40
650.154,-43
650.154,-42
650.159,-31
650.159,-10
650.159,16
650.159,47
650.163,78
650.163,92
650.163,80
650.167,47
650.167,8
650.167,-22
650.167,-38
650.171,-42
650.171,-43
650.171,-40
650.175,-35
650.175,-36
650.175,-38
650.175,-30
650.179,-11
650.179,17
650.179,47
650.183,69
650.183,78
650.183,71
650.183,51
650.187,23
650.187,-4
650.187,-25
650.187,-38
650.191,-44
650.191,-43
650.191,-41
650.195,-41
650.195,-40
650.195,-29
650.195,-13
650.199,5
650.199,31
650.199,63
650.203,88
650.203,90
650.203,68
650.203,34
650.208,-2
650.208,-32
650.208,-48
650.212,-54
650.212,-51
650.212,-40
650.212,-29
650.216,-30
650.216,-35
650.216,-26
650.22,-2
650.22,30
650.22,59
650.22,79
650.224,83
650.224,70
650.224,47
650.228,15
650.228,-16
650.228,-38
650.228,-49
650.232,-50
650.232,-45
650.232,-41
650.232,-40
650.236,-41
650.236,-33
650.236,-11
650.24,20
650.24,51
650.24,76
650.24,86
650.244,77
650.244,55
650.244,25
650.249,-2
650.249,-25
650.249,-39
650.249,-46
650.253,-47
650.253,-44
650.253,-44
650.257,-47
650.257,-42
650.257,-22
650.257,9
650.261,40
650.261,66
650.261,81
650.265,80
650.265,64
650.265,38
650.265,9
650.269,-16
650.269,-35
650.269,-44
650.273,-46
650.273,-42
650.273,-38
650.273,-41
650.277,-42
650.277,-31
650.277,-4
650.277,26
650.281,56
650.281,77
650.281,82
650.285,69
650.285,45
650.285,16
650.285,-10
650.29,-29
650.29,-41
650.29,-44
650.294,-43
650.294,-40
650.294,-41
650.294,-43
650.298,-34
650.298,-12
650.298,17
650.302,47
650.302,70
650.302,80
650.302,73
650.306,54
650.306,26
650.306,-1
650.31,-23
650.31,-37
650.31,-43
650.31,-42
650.314,-39
650.314,-40
650.314,-46
650.318,-44
650.318,-26
650.318,5
650.318,39
650.322,67
650.322,83
650.322,81
650.326,63
650.326,36
650.326,6
650.326,-18
650.331,-35
650.331,-45
650.331,-45
650.331,-41
650.335,-37
650.335,-39
650.335,-40
650.339,-28
650.339,-2
650.339,28
650.339,57
650.343,77
650.343,81
650.343,69
650.347,45
650.347,16
650.347,-11
650.347,-33
650.351,-44
650.351,-47
650.351,-45
650.355,-41
650.355,-42
650.355,-42
650.355,-34
650.359,-12
650.359,19
650.359,50
650.363,74
650.363,84
650.363,76
650.363,55
650.367,25
650.367,-3
650.367,-27
650.371,-42
650.371,-47
650.371,-46
650.371,-42
650.376,-42
650.376,-44
650.376,-40
650.376,-22
650.38,8
650.38,40
650.38,67
650.384,84
650.384,82
650.384,64
650.384,37
650.388,7
650.388,-19
650.388,-36
650.392,-44
650.392,-45
650.392,-42
650.392,-39
650.396,-41
650.396,-42
650.396,-31
650.4,-5
650.4,26
650.4,55
650.4,76
650.404,82
650.404,71
650.404,47
650.408,18
650.408,-9
650.408,-31
650.408,-43
650.412,-46
650.412,-43
650.412,-40
650.417,-39
650.417,-42
650.417,-35
650.417,-14
650.421,15
650.421,48
650.421,72
650.421,83
650.425,76
650.425,55
650.425,27
650.429,-3
650.429,-26
650.429,-40
650.429,-45
650.433,-46
650.433,-42
650.433,-41
650.437,-43
650.437,-39
650.437,-21
650.437,7
650.441,39
650.441,66
650.441,81
650.445,80
650.445,64
650.445,37
650.445,8
650.449,-17
650.449,-34
650.449,-44
650.453,-47
650.453,-43
650.453,-40
650.453,-40
650.457,-41
650.457,-31
650.457,-6
650.462,26
650.462,56
650.462,79
650.462,85
650.466,73
650.466,49
650.466,17
650.466,-11
650.47,-32
650.47,-44
650.47,-48
650.474,-46
650.474,-42
650.474,-41
650.474,-43
650.478,-35
650.478,-15
650.478,15
650.482,47
650.482,73
650.482,84
650.482,78
650.486,57
650.486,27
650.486,-2
650.49,-25
650.49,-39
650.49,-46
650.49,-45
650.494,-41
650.494,-40
650.494,-43
650.498,-40
650.498,-24
650.498,4
650.498,37
650.503,65
650.503,82
650.503,81
650.507,65
650.507,38
650.507,9
650.507,-17
650.511,-35
650.511,-44
650.511,-47
650.515,-43
650.515,-39
650.515,-41
650.515,-41
650.519,-28
650.519,-3
650.519,27
650.519,55
650.523,75
650.523,80
650.523,69
650.527,46
650.527,17
650.527,-10
650.527,-30
650.531,-43
650.531,-47
650.531,-44
650.535,-40
650.535,-41
650.535,-42
650.535,-35
650.539,-14
650.539,16
650.539,47
650.543,72
650.543,82
650.543,75
650.543,54
650.548,27
650.548,-2
650.548,-25
650.552,-40
650.552,-46
650.552,-45
650.552,-40
650.556,-39
650.556,-42
650.556,-39
650.56,-22
650.56,7
650.56,39
650.56,66
650.564,81
650.564,80
650.564,63
650.568,37
650.568,6
650.568,-18
650.568,-36
650.572,-45
650.572,-47
650.572,-43
650.572,-39
650.576,-40
650.576,-40
650.576,-29
650.58,-3
650.58,28
650.58,57
650.58,78
650.584,83
650.584,70
650.584,46
650.589,16
650.589,-11
650.589,-32
650.589,-43
650.593,-47
650.593,-44
650.593,-40
650.597,-41
650.597,-42
650.597,-34
650.597,-12
650.601,18
650.601,49
650.601,73
650.605,83
650.605,75
650.605,53
650.605,25
650.609,-3
650.609,-27
650.609,-42
650.613,-47
650.613,-46
650.613,-41
650.613,-39
650.617,-42
650.617,-38
650.617,-21
650.617,7
650.621,38
650.621,66
650.621,83
650.625,81
650.625,63
650.625,37
650.625,6
650.629,-19
650.63,-36
650.63,-44
650.634,-46
650.634,-42
650.634,-38
650.634,-40
650.638,-40
650.638,-29
650.638,-3
650.642,27
650.642,57
650.642,78
650.642,82
650.646,70
650.646,46
650.646,16
650.65,-12
650.65,-32
650.65,-43
650.65,-46
650.654,-44
650.654,-39
650.654,-40
650.658,-42
650.658,-35
650.658,-13
650.658,17
650.662,49
650.662,73
650.662,83
650.666,75
650.666,53
650.666,24
650.666,-4
650.67,-26
650.67,-40
650.67,-46
650.67,-45
650.674,-41
650.674,-39
650.674,-41
650.679,-38
650.679,-21
650.679,8
650.679,38
650.683,66
650.683,81
650.683,80
650.687,63
650.687,35
650.687,5
650.687,-19
650.691,-37
650.691,-45
650.691,-47
650.695,-42
650.695,-38
650.695,-39
650.695,-40
650.699,-28
650.699,-3
650.699,28
650.703,57
650.703,78
650.703,82
650.703,69
650.707,45
650.707,16
650.707,-12
650.711,-32
650.711,-44
650.711,-48
650.711,-44
650.716,-39
650.716,-39
650.716,-40
650.716,-34
650.72,-12
650.72,17
650.72,48
650.724,72
650.724,82
650.724,75
650.724,53
650.728,24
650.728,-5
650.728,-27
650.732,-41
650.732,-45
650.732,-45
650.732,-40
650.736,-39
650.736,-41
650.736,-38
650.74,-21
650.74,8
650.74,38
650.74,66
650.744,81
650.744,79
650.744,62
650.748,35
650.748,6
650.748,-18
650.748,-36
650.753,-44
650.753,-46
650.753,-42
650.756,-38
650.756,-40
650.756,-40
650.756,-28
650.761,-3
650.761,28
650.761,57
650.761,77
650.765,82
650.765,70
650.765,45
650.769,16
650.769,-11
650.769,-32
650.769,-44
650.773,-48
650.773,-44
650.773,-40
650.777,-40
650.777,-41
650.777,-34
650.777,-12
650.781,18
650.781,48
650.781,72
650.785,83
650.785,76
650.785,53
650.785,24
650.789,-5
650.789,-27
650.789,-41
650.793,-46
650.793,-46
650.793,-41
650.793,-39
650.797,-40
650.797,-38
650.797,-21
650.801,8
650.802,39
650.802,65
650.802,80
650.806,79
650.806,63
650.806,36
650.806,6
650.81,-18
650.81,-36
650.81,-45
650.814,-46
650.814,-42
650.814,-38
650.814,-38
650.818,-39
650.818,-28
650.818,-2
650.822,29
650.822,58
650.822,78
650.822,81
650.826,68
650.826,44
650.826,15
650.83,-12
650.83,-32
650.83,-44
650.83,-48
650.834,-45
650.834,-41
650.834,-40
650.838,-41
650.838,-33
650.838,-11
650.838,18
650.842,49
650.842,73
650.842,83
650.847,75
650.847,53
650.847,23
650.847,-5
650.851,-27
650.851,-41
650.851,-45
650.855,-45
650.855,-40
650.855,-39
650.855,-41
650.859,-38
650.859,-21
650.859,8
650.859,39
650.863,66
650.863,82
650.863,79
650.867,62
650.867,34
650.867,4
650.867,-20
650.871,-37
650.871,-45
650.871,-45
650.875,-42
650.875,-38
650.875,-39
650.875,-39
650.879,-27
650.879,-2
650.879,28
650.883,56
650.883,76
650.883,81
650.883,69
650.888,44
650.888,14
650.888,-12
650.892,-31
650.892,-42
650.892,-46
650.892,-44
650.896,-39
650.896,-39
650.896,-41
650.9,-33
650.9,-12
650.9,18
650.9,49
650.904,73
650.904,83
650.904,74
650.908,52
650.908,23
650.908,-5
650.908,-27
650.912,-41
650.912,-46
650.912,-45
650.912,-40
650.916,-38
650.916,-40
650.916,-36
650.92,-19
650.92,8
650.92,39
650.92,66
650.924,80
650.924,79
650.924,61
650.928,33
650.928,4
650.928,-20
650.928,-36
650.933,-44
650.933,-45
650.933,-41
650.937,-38
650.937,-38
650.937,-39
650.937,-26
650.941,-2
650.941,28
650.941,57
650.945,76
650.945,80
650.945,68
650.945,44
650.949,15
650.949,-11
650.949,-32
650.953,-43
650.953,-47
650.953,-44
650.953,-39
650.957,-38
650.957,-39
650.957,-32
650.957,-11
650.961,19
650.961,48
650.961,72
650.965,82
650.965,74
650.965,52
650.965,23
650.969,-5
650.969,-27
650.969,-41
650.974,-46
650.974,-45
650.974,-40
650.974,-38
650.978,-41
650.978,-36
650.978,-19
650.982,9
650.982,40
650.982,66
650.982,79
650.986,77
650.986,60
650.986,34
650.99,4
650.99,-19
650.99,-36
650.99,-44
650.994,-45
650.994,-40
650.994,-37
650.998,-38
650.998,-39
650.998,-26
650.998,-1
651.002,28
651.002,56
651.002,75
651.002,79
651.006,67
651.006,44
651.006,14
651.01,-12
651.01,-32
651.01,-43
651.01,-46
651.014,-43
651.014,-39
651.014,-39
651.019,-39
651.019,-32
651.019,-10
651.019,19
651.023,49
651.023,72
651.023,80
651.027,72
651.027,51
651.027,22
651.027,-5
651.031,-28
651.031,-40
651.031,-45
651.035,-43
651.035,-40
651.035,-38
651.035,-39
651.039,-36
651.039,-18
651.039,8
651.043,39
651.043,64
651.043,79
651.043,77
651.047,60
651.047,33
651.047,4
651.051,-20
651.051,-37
651.051,-44
651.051,-45
651.055,-41
651.055,-36
651.055,-37
651.055,-37
651.06,-26
651.06,-2
651.06,27
651.064,55
651.064,75
651.064,80
651.064,68
651.068,44
651.068,14
651.068,-12
651.072,-32
651.072,-42
651.072,-45
651.072,-43
651.076,-38
651.076,-38
651.076,-39
651.08,-32
651.08,-10
651.08,19
651.08,49
651.084,72
651.084,80
651.084,72
651.088,51
651.088,21
651.088,-5
651.088,-28
651.092,-40
651.092,-45
651.092,-43
651.096,-40
651.096,-38
651.096,-39
651.096,-35
651.1,-19
651.1,8
651.1,39
651.1,64
651.105,79
651.105,77
651.105,60
651.109,33
651.109,4
651.109,-20
651.109,-37
651.113,-44
651.113,-45
651.113,-40
651.117,-35
651.117,-37
651.117,-37
651.117,-26
651.121,-2
651.121,27
651.121,55
651.125,74
651.125,79
651.125,68
651.125,44
651.129,15
651.129,-12
651.129,-33
651.133,-44
651.133,-46
651.133,-43
651.133,-38
651.137,-37
651.137,-39
651.137,-31
651.141,-10
651.141,18
651.141,48
651.141,70
651.146,80
651.146,72
651.146,52
651.15,23
651.15,-4
651.15,-26
651.15,-40
651.154,-46
651.154,-44
651.154,-39
651.154,-37
651.158,-39
651.158,-36
651.158,-19
651.162,9
651.162,39
651.162,65
651.162,80
651.166,77
651.166,60
651.166,33
651.17,4
651.17,-20
651.17,-36
651.17,-44
651.174,-46
651.174,-41
651.174,-36
651.178,-37
651.178,-37
651.178,-26
651.178,-1
651.182,28
651.182,56
651.182,74
651.186,78
651.186,67
651.186,43
651.186,14
651.191,-12
651.191,-32
651.191,-44
651.195,-47
651.195,-43
651.195,-38
651.195,-37
651.199,-39
651.199,-32
651.199,-11
651.199,17
651.203,47
651.203,71
651.203,80
651.207,73
651.207,52
651.207,23
651.207,-4
651.211,-26
651.211,-40
651.211,-45
651.215,-43
651.215,-39
651.215,-37
651.215,-39
651.219,-36
651.219,-20
651.219,7
651.223,38
651.223,63
651.223,79
651.223,77
651.227,60
651.227,34
651.227,4
651.232,-20
651.232,-36
651.232,-43
651.232,-44
651.236,-40
651.236,-35
651.236,-36
651.24,-37
651.24,-27
651.24,-3
651.24,26
651.244,54
651.244,73
651.244,78
651.244,67
651.248,43
651.248,15
651.248,-12
651.252,-32
651.252,-43
651.252,-46
651.252,-43
651.256,-38
651.256,-38
651.256,-39
651.26,-32
651.26,-11
651.26,17
651.26,47
651.264,70
651.264,81
651.264,74
651.268,53
651.268,24
651.268,-4
651.268,-26
651.273,-39
651.273,-45
651.273,-44
651.277,-40
651.277,-37
651.277,-38
651.277,-36
651.281,-20
651.281,6
651.281,37
651.285,64
651.285,79
651.285,77
651.285,61
651.289,34
651.289,4
651.289,-20
651.293,-36
651.293,-44
651.293,-45
651.293,-40
651.297,-37
651.297,-38
651.297,-38
651.297,-27
651.301,-2
651.301,28
651.301,56
651.305,75
651.305,79
651.305,68
651.305,44
651.309,16
651.309,-11
651.309,-31
651.313,-43
651.313,-46
651.313,-44
651.313,-39
651.318,-38
651.318,-39
651.318,-32
651.322,-11
651.322,16
651.322,46
651.322,70
651.326,81
651.326,74
651.326,53
651.33,24
651.33,-4
651.33,-26
651.33,-39
651.334,-45
651.334,-44
651.334,-40
651.338,-37
651.338,-38
651.338,-36
651.338,-20
651.342,7
651.342,37
651.342,63
651.342,78
651.346,77
651.346,61
651.346,34
651.35,5
651.35,-18
651.35,-35
651.35,-43
651.354,-44
651.354,-41
651.354,-37
651.359,-38
651.359,-38
651.359,-27
651.359,-3
651.363,27
651.363,54
651.363,74
651.367,79
651.367,68
651.367,45
651.367,17
651.371,-10
651.371,-31
651.371,-42
651.375,-47
651.375,-45
651.375,-40
651.375,-38
651.379,-39
651.379,-32
651.379,-12
651.383,16
651.383,47
651.383,70
651.383,81
651.387,74
651.387,53
651.387,24
651.387,-3
651.391,-26
651.391,-40
651.391,-45
651.395,-44
651.395,-39
651.395,-36
651.395,-39
651.399,-36
651.399,-21
651.399,6
651.404,37
651.404,63
651.404,78
651.404,78
651.408,61
651.408,35
651.408,6
651.412,-19
651.412,-35
651.412,-44
651.412,-45
651.416,-41
651.416,-36
651.416,-37
651.42,-39
651.42,-28
651.42,-3
651.42,27
651.424,55
651.424,74
651.424,80
651.428,68
651.428,45
651.428,16
651.428,-11
651.432,-31
651.432,-42
651.432,-46
651.436,-44
651.436,-39
651.436,-38
651.436,-40
651.44,-33
651.44,-13
651.44,16
651.44,46
651.444,71
651.444,81
651.444,75
651.449,54
651.449,25
651.449,-3
651.449,-26
651.453,-40
651.453,-45
651.453,-45
651.457,-40
651.457,-37
651.457,-39
651.457,-37
651.461,-21
651.461,6
651.461,37
651.465,63
651.465,79
651.465,78
651.465,62
651.469,35
651.469,6
651.469,-19
651.473,-36
651.473,-43
651.473,-44
651.473,-41
651.477,-37
651.477,-37
651.477,-37
651.481,-27
651.481,-3
651.481,26
651.481,55
651.485,74
651.485,79
651.485,68
651.485,44
651.49,16
651.49,-11
651.49,-31
651.494,-42
651.494,-46
651.494,-43
651.494,-39
651.498,-38
651.498,-40
651.498,-33
651.502,-13
651.502,16
651.502,46
651.502,70
651.506,81
651.506,75
651.506,54
651.51,26
651.51,-2
651.51,-26
651.51,-40
651.514,-46
651.514,-45
651.514,-40
651.518,-37
651.518,-38
651.518,-37
651.518,-22
651.522,5
651.522,36
651.522,63
651.526,79
651.526,79
651.526,63
651.526,37
651.531,7
651.531,-18
651.531,-36
651.531,-44
651.535,-46
651.535,-42
651.535,-37
651.539,-38
651.539,-38
651.539,-28
651.539,-4
651.543,25
651.543,54
651.543,75
651.547,81
651.547,70
651.547,47
651.547,17
651.551,-10
651.551,-31
651.551,-44
651.555,-47
651.555,-44
651.555,-39
651.555,-38
651.559,-39
651.559,-33
651.559,-14
651.563,15
651.563,44
651.563,69
651.563,82
651.567,76
651.567,56
651.567,27
651.571,-1
651.571,-25
651.571,-40
651.572,-46
651.576,-45
651.576,-40
651.576,-36
651.58,-38
651.58,-37
651.58,-22
651.58,4
651.584,35
651.584,62
651.584,79
651.584,80
651.588,65
651.588,38
651.588,7
651.592,-18
651.592,-36
651.592,-45
651.592,-46
651.596,-42
651.596,-38
651.596,-38
651.6,-39
651.6,-29
651.6,-5
651.6,24
651.604,53
651.604,74
651.604,81
651.608,70
651.608,47
651.608,18
651.608,-9
651.612,-31
651.612,-43
651.612,-47
651.617,-44
651.617,-39
651.617,-38
651.617,-40
651.621,-35
651.621,-16
651.621,13
651.625,44
651.625,70
651.625,82
651.625,77
651.629,57
651.629,28
651.629,0
651.629,-24
651.633,-38
651.633,-45
