Program Time [s],data 0,data 1,data 2,data 3
4022.84,1,7,3,-3
4022.84,0,8,5,-3
4022.84,-1,7,4,-4
4022.84,-1,5,0,-7
4022.84,-2,7,3,-5
4022.84,-1,7,5,-3
4022.84,-1,6,5,-1
4022.84,-2,4,6,2
4022.84,0,3,6,4
4022.84,1,2,4,2
4022.84,0,0,1,1
4022.84,0,0,0,1
4022.85,1,0,1,2
4022.85,3,1,2,4
4022.85,6,4,4,5
4022.85,6,4,3,5
4022.85,4,3,2,3
4022.85,4,2,2,4
4022.85,5,4,3,5
4022.85,4,2,1,3
4022.85,4,3,2,2
4022.85,3,2,0,1
4022.85,2,1,0,1
4022.85,2,0,-1,2
4022.85,2,-3,-3,3
4022.85,4,-2,-2,5
4022.85,7,0,0,6
4022.85,7,1,1,9
4022.85,9,4,5,10
4022.86,9,4,5,8
4022.86,7,5,5,6
4022.86,5,4,4,2
4022.86,3,3,1,0
4022.86,0,2,0,-1
4022.86,1,4,3,-1
4022.86,0,4,0,-6
4022.86,0,7,0,-8
4022.86,0,8,1,-6
4022.86,1,12,6,-1
4022.86,2,11,9,0
4022.86,1,9,8,0
4022.86,0,7,8,0
4022.86,-2,2,3,0
4022.86,-3,-1,0,-2
4022.86,-3,-2,-1,0
4022.86,0,0,0,1
4022.86,2,2,2,3
4022.87,5,4,2,5
4022.87,6,4,2,4
4022.87,5,4,3,5
4022.87,6,5,3,4
4022.87,6,4,2,4
4022.87,5,4,4,5
4022.87,6,4,4,4
4022.87,4,2,2,3
4022.87,3,2,3,3
4022.87,3,2,2,2
4022.87,1,0,0,1
4022.87,0,-4,-3,2
4022.87,1,-4,-1,6
4022.87,4,-2,1,8
4022.87,6,0,1,8
4022.87,7,1,3,9
4022.87,7,2,2,7
4022.88,6,1,1,3
4022.88,5,4,2,3
4022.88,5,4,2,2
4022.88,2,1,-1,-2
4022.88,3,5,1,-1
4022.88,4,9,6,1
4022.88,3,10,7,0
4022.88,2,11,9,0
4022.88,0,8,8,-1
4022.88,0,6,5,-3
4022.88,-4,2,1,-6
4022.88,-5,1,-1,-8
4022.88,-4,0,-3,-6
4022.88,-2,1,-3,-4
4022.88,3,7,4,2
4022.88,6,10,10,9
4022.88,7,7,8,7
4022.89,5,4,5,5
4022.89,5,3,3,4
4022.89,4,2,1,1
4022.89,1,0,0,1
4022.89,1,0,0,2
4022.89,2,0,0,3
4022.89,4,2,3,6
4022.89,5,3,2,4
4022.89,4,1,0,1
4022.89,3,2,1,3
4022.89,4,3,2,3
4022.89,4,3,2,4
4022.89,2,-3,-2,3
4022.89,2,-4,-3,4
4022.89,4,-1,0,6
4022.89,7,0,1,8
4022.89,8,1,1,8
4022.9,9,3,2,7
4022.9,7,3,2,4
4022.9,5,4,3,4
4022.9,4,5,4,3
4022.9,4,6,5,2
4022.9,4,7,4,0
4022.9,1,5,3,-2
4022.9,0,6,3,-4
4022.9,-1,6,4,-4
4022.9,-1,7,3,-5
4022.9,-2,5,3,-5
4022.9,-2,4,2,-3
4022.9,-1,5,3,-1
4022.9,0,4,2,0
4022.9,0,3,2,0
4022.9,2,4,3,1
4022.9,3,3,3,3
4022.9,3,2,3,4
4022.91,4,3,3,4
4022.91,4,3,2,3
4022.91,4,2,2,3
4022.91,4,2,2,3
4022.91,4,2,1,3
4022.91,4,2,1,4
4022.91,6,4,3,5
4022.91,5,4,3,4
4022.91,5,2,2,4
4022.91,4,2,2,3
4022.91,3,2,1,2
4022.91,2,0,-1,1
4022.91,0,-4,-4,2
4022.91,2,-4,-2,4
4022.91,6,0,0,6
4022.91,5,0,0,8
4022.91,7,1,3,8
4022.92,7,4,5,8
