Program Time [s],data 0,data 1,data 2,data 3
13423.8,3,8,7,1
13423.8,1,5,4,0
13423.8,1,3,3,0
13423.8,1,2,3,2
13423.8,3,3,4,5
13423.8,6,4,3,6
13423.8,6,3,2,5
13423.8,4,1,0,1
13423.8,1,-1,-2,-1
13423.8,0,-2,-3,-1
13423.8,0,0,0,0
13423.8,1,1,1,2
13423.8,4,4,4,5
13423.8,6,5,3,4
13423.8,5,4,3,2
13423.8,3,3,2,2
13423.8,2,3,2,1
13423.8,2,3,2,1
13423.8,3,4,3,2
13423.8,3,4,4,3
13423.8,3,4,3,2
13423.8,2,2,2,1
13423.8,3,3,2,1
13423.8,2,4,3,1
13423.8,3,3,3,2
13423.8,2,3,3,3
13423.8,4,5,4,2
13423.8,2,4,3,1
13423.8,1,2,1,0
13423.8,0,0,0,0
13423.8,1,0,0,3
13423.8,3,0,0,3
13423.8,5,3,2,4
13423.8,6,6,4,5
13423.8,5,4,3,4
13423.8,5,4,2,3
13423.8,5,5,4,2
13423.8,3,3,1,0
13423.8,0,2,1,0
13423.8,1,2,2,1
13423.8,3,5,3,3
13423.8,4,3,2,3
13423.8,3,2,0,1
13423.8,2,0,0,1
13423.8,2,1,1,2
13423.8,3,4,3,3
13423.8,4,3,2,2
13423.8,3,3,2,2
13423.8,3,2,1,1
13423.8,2,2,1,0
13423.8,3,6,5,1
13423.8,4,10,7,2
13423.8,1,3,2,-1
13423.8,-1,0,-1,0
13423.8,0,0,0,1
13423.8,2,2,3,3
13423.8,4,4,4,3
13423.8,4,5,4,4
13423.8,4,4,3,3
13423.8,3,3,1,1
13423.8,1,2,1,1
13423.8,1,1,0,2
13423.8,3,3,3,3
13423.8,5,5,4,5
13423.8,5,5,4,3
13423.8,4,4,3,3
13423.8,2,2,1,1
13423.8,2,2,1,1
13423.8,2,3,2,2
13423.8,3,4,2,1
13423.8,1,1,0,0
13423.8,0,1,1,0
13423.8,1,3,2,2
13423.8,3,4,3,3
13423.8,4,5,3,3
13423.8,4,4,3,3
13423.8,3,3,2,2
13423.8,2,2,1,2
13423.8,3,3,2,3
13423.8,4,2,1,2
13423.8,3,3,1,1
13423.8,2,3,2,1
13423.8,2,2,1,1
13423.8,3,3,2,2
13423.8,3,3,1,1
13423.8,2,3,2,1
13423.8,1,3,2,1
13423.8,2,2,2,2
13423.8,3,3,2,2
13423.8,3,5,4,2
13423.8,1,1,0,0
13423.8,0,1,0,0
13423.8,1,2,1,3
13423.8,4,4,3,3
13423.8,3,3,2,3
13423.8,4,4,3,4
13423.8,5,6,6,4
13423.8,5,5,4,3
13423.8,4,5,3,2
13423.8,2,3,1,0
13423.8,1,2,1,0
13423.8,1,2,1,0
13423.8,1,0,0,1
13423.8,1,0,0,0
13423.8,1,0,0,1
13423.8,2,-1,0,3
13423.8,4,3,3,6
13423.8,8,8,7,7
13423.8,8,9,7,5
13423.8,6,7,5,3
13423.8,3,2,2,0
13423.8,1,0,-1,0
13423.8,1,0,-2,-1
13423.8,1,1,0,1
13423.8,3,3,2,2
13423.8,3,3,2,3
13423.8,5,5,3,3
13423.8,4,3,1,0
13423.8,2,2,1,0
13423.8,2,3,2,2
13423.8,3,3,2,2
13423.8,3,2,1,0
13423.8,2,3,1,0
13423.8,1,2,1,0
13423.8,0,2,1,1
13423.8,2,3,3,3
13423.8,4,4,4,2
13423.8,3,4,3,2
13423.8,1,3,2,2
13423.8,2,2,3,4
13423.8,4,6,6,3
13423.8,3,4,4,2
13423.8,0,1,3,3
13423.8,1,1,3,3
13423.8,2,3,4,4
13423.8,4,4,4,4
13423.8,5,4,3,3
13423.8,6,6,3,3
13423.8,5,4,1,0
13423.8,3,3,0,0
13423.8,3,3,0,-1
13423.8,1,2,0,-1
13423.8,1,1,0,0
13423.8,1,1,0,0
13423.8,2,1,1,1
13423.8,2,1,1,3
13423.8,4,3,2,4
13423.8,5,4,3,4
13423.8,6,4,4,5
13423.8,5,5,3,2
13423.8,4,4,2,1
13423.8,3,3,2,1
13423.8,5,10,8,2
13423.8,2,5,4,0
13423.8,0,1,1,-1
13423.8,-1,-1,0,0
13423.8,0,0,0,1
13423.8,0,0,0,1
13423.8,0,-1,0,2
13423.8,3,0,1,5
13423.8,5,2,2,5
13423.8,7,6,5,6
13423.8,7,6,6,5
13423.8,6,6,4,4
13423.8,4,6,5,3
13423.8,4,4,4,2
13423.8,3,4,3,0
13423.8,0,1,0,0
13423.8,1,1,0,0
13423.8,1,2,2,1
13423.8,2,2,1,1
13423.8,2,2,1,1
13423.8,1,2,1,0
13423.8,3,4,4,3
13423.8,4,4,4,3
13423.9,4,4,4,2
13423.9,3,4,2,1
13423.9,2,3,2,0
13423.9,1,2,0,0
13423.9,0,2,1,0
13423.9,2,3,2,1
13423.9,3,4,3,3
13423.9,4,4,3,2
13423.9,4,4,4,3
13423.9,4,5,3,4
13423.9,5,3,2,3
13423.9,4,2,1,4
13423.9,5,2,2,7
13423.9,7,3,2,5
13423.9,5,1,0,2
13423.9,3,0,-1,0
13423.9,1,-1,-2,0
13423.9,0,0,-1,0
13423.9,0,1,1,1
13423.9,3,4,3,4
13423.9,4,4,4,3
13423.9,4,5,4,3
13423.9,5,6,5,1
13423.9,3,4,4,2
13423.9,2,4,4,2
13423.9,3,5,3,1
13423.9,2,4,3,1
13423.9,2,4,2,0
13423.9,1,1,0,0
13423.9,0,1,0,0
13423.9,1,1,1,1
13423.9,3,4,4,3
13423.9,4,5,4,3
13423.9,4,6,5,3
13423.9,2,3,2,1
13423.9,1,1,1,1
13423.9,2,0,0,1
13423.9,3,2,2,3
13423.9,4,4,3,2
13423.9,4,5,3,2
13423.9,4,5,3,1
13423.9,3,4,3,1
13423.9,2,1,0,0
13423.9,2,1,0,2
13423.9,4,4,3,3
13423.9,4,3,2,2
13423.9,3,1,0,2
13423.9,3,1,0,3
13423.9,4,2,1,2
13423.9,3,2,1,2
13423.9,4,4,4,3
13423.9,4,5,5,4
13423.9,5,6,4,3
13423.9,4,4,3,0
13423.9,1,2,1,0
13423.9,0,0,0,0
13423.9,1,1,0,0
13423.9,1,2,1,1
13423.9,2,4,3,3
13423.9,3,3,3,3
13423.9,4,3,2,3
13423.9,4,3,3,3
13423.9,4,3,2,2
13423.9,3,4,3,3
13423.9,4,3,3,2
13423.9,3,4,2,2
13423.9,2,3,2,1
13423.9,2,2,1,1
13423.9,2,3,2,1
13423.9,2,3,3,3
13423.9,4,4,3,3
13423.9,3,3,3,2
13423.9,2,3,2,1
13423.9,1,1,0,1
13423.9,2,2,1,0
13423.9,2,3,2,2
13423.9,2,3,3,3
13423.9,4,4,3,3
13423.9,4,4,3,2
13423.9,3,3,2,2
13423.9,3,4,2,2
13423.9,3,2,1,0
13423.9,2,3,1,0
13423.9,1,2,1,1
13423.9,3,3,2,1
13423.9,1,2,1,2
13423.9,2,1,0,2
13423.9,3,0,0,2
13423.9,4,2,1,4
13423.9,5,3,3,3
13423.9,2,1,3,3
13423.9,1,1,3,4
13423.9,3,3,4,5
13423.9,5,4,6,5
13423.9,6,7,5,5
13423.9,8,12,9,4
13423.9,4,8,4,0
13423.9,1,2,0,-1
13423.9,0,-1,-4,-2
13423.9,0,-2,-5,-1
13423.9,2,-1,-3,0
13423.9,6,6,4,4
13423.9,7,9,7,4
13423.9,6,7,5,2
13423.9,3,5,3,0
13423.9,0,1,0,0
13423.9,0,0,0,0
13423.9,0,0,0,0
13423.9,1,1,0,1
13423.9,3,2,1,2
13423.9,3,3,3,3
13423.9,5,5,4,4
13423.9,5,5,4,4
13423.9,5,6,5,3
13423.9,4,6,6,3
13423.9,3,4,3,2
13423.9,2,1,0,0
13423.9,1,0,0,0
13423.9,1,1,0,1
13423.9,2,2,2,2
13423.9,3,3,3,3
13423.9,3,2,1,2
13423.9,3,3,2,2
13423.9,3,2,2,3
13423.9,3,3,2,3
13423.9,3,2,1,1
13423.9,2,1,0,1
13423.9,4,2,2,3
13423.9,5,4,4,3
13423.9,5,6,4,3
13423.9,3,4,3,2
13423.9,3,4,4,1
13423.9,2,4,3,1
13423.9,2,2,1,0
13423.9,0,1,0,0
13423.9,1,1,0,1
13423.9,2,2,1,2
13423.9,3,3,1,2
13423.9,3,4,3,3
13423.9,3,3,2,2
13423.9,3,3,2,2
13423.9,4,4,3,3
13423.9,4,4,3,2
13423.9,3,3,2,2
13423.9,3,4,3,1
13423.9,3,5,3,1
13423.9,3,5,3,1
13423.9,2,4,3,1
13423.9,1,3,2,0
13423.9,1,3,2,0
13423.9,1,2,1,0
13423.9,1,2,1,1
13423.9,1,0,0,0
13423.9,2,0,0,1
13423.9,1,-2,-1,3
13423.9,4,0,0,6
13423.9,7,4,3,6
13423.9,7,4,4,5
13423.9,5,0,0,4
13423.9,4,-1,-1,4
13423.9,5,3,2,6
13423.9,8,7,7,5
13423.9,6,6,4,3
13423.9,3,5,3,2
13423.9,2,4,2,0
13423.9,1,2,1,0
13423.9,0,1,0,0
13423.9,0,1,1,1
13423.9,2,4,3,2
13423.9,2,4,3,2
13423.9,2,3,2,1
13423.9,0,1,1,0
13423.9,0,1,2,2
13423.9,2,4,3,3
13424,4,5,3,3
13424,4,4,2,2
13424,4,4,1,2
13424,4,4,3,2
13424,4,4,4,4
13424,4,5,4,3
13424,2,2,1,0
13424,0,0,0,0
13424,0,1,0,0
13424,2,1,1,2
13424,3,1,1,2
13424,2,1,0,3
13424,4,3,2,2
13424,4,7,6,4
13424,5,7,5,3
13424,3,4,3,1
13424,1,2,1,0
13424,2,3,2,1
13424,3,5,3,2
13424,3,6,5,2
13424,3,5,3,0
13424,0,1,0,0
13424,0,0,0,0
13424,2,6,4,1
13424,0,2,1,0
13424,0,2,2,1
13424,2,4,3,1
13424,3,4,3,1
13424,1,2,1,1
13424,2,2,2,3
13424,5,6,5,4
13424,4,6,5,3
13424,3,3,1,0
13424,0,0,0,1
13424,1,0,0,2
13424,3,0,0,4
13424,5,3,2,7
13424,8,6,6,7
13424,7,5,5,8
13424,9,6,5,7
13424,8,4,3,4
13424,4,0,-1,0
13424,1,-1,-3,-1
13424,0,-2,-4,-3
13424,-2,-3,-4,-2
13424,0,0,0,1
13424,3,3,2,3
13424,4,5,4,3
13424,4,5,3,3
13424,3,3,2,2
13424,4,5,4,4
13424,4,6,4,2
13424,2,3,2,1
13424,2,3,2,0
13424,2,2,1,0
13424,2,3,3,3
13424,3,3,2,2
13424,3,4,4,3
13424,3,6,4,2
13424,2,5,3,0
13424,1,3,3,0
13424,-2,0,2,0
13424,0,0,3,4
13424,2,0,2,4
13424,2,0,0,5
13424,4,-1,-1,5
13424,6,-1,-2,6
13424,9,4,2,8
13424,13,10,6,6
13424,12,14,9,5
13424,9,14,8,1
13424,4,10,6,-1
13424,-1,3,0,-6
13424,-5,-3,-4,-7
13424,-7,-5,-5,-5
13424,-4,-1,-1,-1
13424,0,2,1,1
13424,3,2,3,3
13424,4,4,3,3
13424,5,5,4,4
13424,5,5,5,4
13424,5,4,3,4
13424,5,3,2,2
13424,2,3,2,1
13424,3,2,2,1
13424,2,2,2,2
13424,3,3,3,3
13424,3,4,4,2
13424,1,3,2,2
13424,2,2,1,2
13424,3,3,3,3
13424,3,3,2,2
13424,3,4,3,2
13424,2,2,1,1
13424,3,2,1,1
13424,2,2,2,2
13424,3,2,2,2
13424,2,3,2,1
13424,3,3,3,2
13424,4,4,3,2
13424,3,4,3,2
13424,2,1,1,1
13424,2,3,2,1
13424,3,4,4,2
13424,3,4,3,1
13424,2,4,2,1
13424,2,3,2,1
13424,2,4,3,2
13424,3,4,3,2
13424,3,4,2,1
13424,1,2,2,2
13424,1,0,1,3
13424,3,0,0,3
13424,5,2,1,3
13424,5,4,3,4
13424,5,4,2,3
13424,4,3,2,2
13424,3,2,1,1
13424,2,2,0,1
13424,2,2,1,1
13424,3,4,3,2
13424,2,3,3,2
13424,2,3,2,1
13424,2,3,2,0
13424,2,3,3,2
13424,2,3,3,2
13424,2,3,2,2
13424,3,3,2,2
13424,3,3,3,3
13424,4,4,2,2
13424,3,4,4,3
13424,4,4,2,1
13424,2,2,2,2
13424,2,3,1,1
13424,2,2,1,0
13424,2,1,0,1
13424,3,4,2,3
13424,4,4,4,3
13424,3,4,3,2
13424,3,3,2,2
13424,3,2,1,1
13424,3,4,3,2
13424,4,5,4,2
13424,2,3,2,1
13424,2,4,2,1
13424,2,4,3,2
13424,3,3,1,1
13424,1,1,1,1
13424,2,2,1,1
13424,2,2,0,1
13424,2,1,1,1
13424,2,2,2,3
13424,3,3,3,3
13424,3,2,2,3
13424,4,3,2,2
13424,4,5,2,2
13424,4,4,4,3
13424,4,4,3,3
13424,4,4,3,3
13424,2,2,1,1
13424,2,2,0,1
