Program Time [s],data 0,data 1,data 2,data 3
10634.9,2,0,0,4
10634.9,5,3,3,5
10634.9,7,5,4,4
10634.9,5,4,4,3
10634.9,3,3,2,2
10634.9,3,2,1,2
10634.9,3,3,1,1
10634.9,2,1,0,0
10634.9,3,2,1,1
10634.9,3,3,2,2
10634.9,3,4,4,2
10634.9,4,6,4,2
10634.9,3,5,4,1
10634.9,1,2,2,0
10634.9,0,1,1,1
10634.9,1,2,1,2
10634.9,2,3,2,2
10634.9,2,2,1,2
10634.9,2,3,2,2
10634.9,3,4,2,2
10634.9,4,4,3,3
10634.9,4,3,1,1
10634.9,2,2,1,0
10634.9,2,2,1,2
10634.9,3,4,3,3
10634.9,4,6,4,3
10634.9,5,6,4,2
10634.9,3,6,5,1
10634.9,2,5,4,0
10634.9,0,4,3,-1
10634.9,0,3,2,0
10634.9,0,1,0,0
10634.9,-1,-1,-1,1
10634.9,-1,-5,-3,3
10634.9,3,-2,-1,6
10634.9,9,4,4,8
10634.9,9,5,4,7
10634.9,9,7,5,7
10634.9,9,7,5,6
10634.9,6,5,4,2
10634.9,3,2,1,1
10634.9,1,2,0,0
10634.9,1,2,0,0
10634.9,1,2,1,1
10634.9,2,4,2,1
10634.9,3,4,2,0
10634.9,1,3,2,0
10634.9,0,1,0,1
10634.9,1,0,0,1
10634.9,2,0,0,3
10634.9,4,2,1,3
10634.9,4,2,2,3
10634.9,4,3,2,4
10634.9,5,6,5,5
10634.9,7,9,7,4
10634.9,4,8,6,1
10634.9,1,5,4,0
10634.9,0,2,2,0
10634.9,-1,0,0,-1
10634.9,-1,-1,-1,0
10634.9,0,0,0,0
10634.9,1,0,0,2
10635,4,3,3,4
10635,6,6,6,5
10635,6,5,5,4
10635,5,6,4,3
10635,4,6,4,2
10635,4,8,6,2
10635,3,6,5,0
10635,0,2,2,-1
10635,-1,1,0,-1
10635,0,0,0,0
10635,0,-2,-2,1
10635,1,-3,-3,3
10635,4,0,0,6
10635,6,2,0,5
10635,8,5,4,6
10635,8,8,6,6
10635,8,7,5,5
10635,4,4,1,1
10635,2,3,1,0
10635,2,4,3,1
10635,3,6,5,1
10635,2,5,4,0
10635,0,3,2,0
10635,1,4,1,-1
10635,-1,3,2,0
10635,0,1,1,0
10635,1,2,1,1
10635,2,3,1,1
10635,2,2,1,1
10635,1,2,1,2
10635,4,5,4,4
10635,4,7,5,4
10635,4,5,4,2
10635,3,4,2,1
10635,1,3,2,0
10635,2,2,1,1
10635,1,2,1,1
10635,2,2,1,1
10635,2,0,0,2
10635,2,0,0,3
10635,5,3,2,5
10635,6,5,3,4
10635,5,4,3,4
10635,5,2,2,3
10635,4,3,2,3
10635,4,3,1,2
10635,3,3,2,2
10635,5,6,5,3
10635,3,6,4,1
10635,1,2,1,0
10635,0,1,0,0
10635,1,2,1,0
10635,1,3,2,1
10635,2,4,3,2
10635,3,4,3,2
10635,2,3,3,1
10635,2,3,2,1
10635,2,4,3,1
10635,3,6,5,2
10635,2,4,2,1
10635,2,4,1,0
10635,0,0,0,0
10635,0,-1,-1,1
10635,1,-2,-1,3
10635,4,0,0,5
10635,5,1,0,5
10635,7,3,2,6
10635,8,4,3,5
10635,7,6,5,5
10635,7,5,3,4
10635,4,4,3,3
10635,3,3,1,2
10635,3,4,3,2
10635,4,7,6,1
10635,1,6,5,0
10635,0,3,1,-1
10635,0,1,0,-1
10635,0,3,2,0
10635,2,5,4,0
10635,1,5,4,0
10635,1,3,2,0
10635,0,2,1,0
10635,1,1,1,0
10635,1,0,0,1
10635,2,1,0,3
10635,4,2,2,5
10635,8,7,5,5
10635,7,8,6,3
10635,4,4,3,2
10635,2,1,1,1
10635,3,3,2,3
10635,2,0,0,1
10635,0,-1,-1,0
10635,3,0,0,3
10635,3,1,0,5
10635,6,4,3,5
10635,7,8,5,4
10635,5,6,5,2
10635,4,5,4,1
10635,2,3,2,0
10635,0,0,0,0
10635,0,0,0,1
10635,1,1,1,0
10635,2,3,3,3
10635,3,3,4,4
10635,4,3,4,4
10635,4,2,1,2
10635,3,1,1,2
10635,3,2,2,3
10635,3,3,3,4
10635,4,4,3,3
10635,4,3,1,1
10635,1,1,0,0
10635,3,3,2,2
10635,4,7,6,3
10635,4,5,4,2
10635,2,4,2,0
10635,0,2,1,0
10635,1,3,2,1
10635,1,2,1,0
10635,1,1,0,1
10635,2,2,2,2
10635,2,1,1,3
10635,2,0,0,3
10635,4,1,1,4
10635,6,5,4,5
10635,6,8,6,3
10635,6,8,5,2
10635,3,7,5,1
10635,1,4,3,0
10635,1,3,2,0
10635,1,7,5,0
10635,0,3,1,-1
10635,-2,-1,-1,-1
10635,-1,-3,-3,0
10635,0,-1,-1,2
10635,3,1,1,4
10635,6,5,4,6
10635,9,8,6,6
10635,7,7,6,5
10635,5,5,3,2
10635,4,4,3,1
10635,2,2,2,1
10635,1,2,2,1
10635,2,3,2,1
10635,2,4,2,0
10635,1,3,2,0
10635,1,2,1,2
10635,2,1,1,1
10635,2,1,1,3
10635,3,1,0,2
10635,1,-1,-1,2
10635,4,1,1,5
10635,7,5,3,6
10635,7,5,4,4
10635,5,3,2,3
10635,4,3,2,3
10635,4,6,4,4
10635,5,7,6,2
10635,3,7,5,0
10635,0,3,2,0
10635,0,0,0,-1
10635,-1,0,-1,0
10635,0,-1,-1,0
10635,3,3,1,2
10635,4,3,2,3
10635,4,3,2,3
10635,6,7,5,4
10635,5,7,5,2
10635,2,3,2,0
10635,1,2,1,0
10635,1,2,2,2
10635,3,3,2,1
10635,2,1,1,1
10635,1,2,0,1
10635.1,2,2,2,3
10635.1,4,5,4,3
10635.1,4,5,4,3
10635.1,3,3,2,2
10635.1,2,3,2,2
10635.1,3,4,3,3
10635.1,3,3,2,3
10635.1,4,3,2,2
10635.1,2,2,1,1
10635.1,2,2,1,1
10635.1,3,2,1,1
10635.1,3,4,3,3
10635.1,4,4,3,2
10635.1,3,3,1,1
10635.1,2,3,2,1
10635.1,2,4,3,2
10635.1,2,4,2,1
10635.1,2,3,2,1
10635.1,1,2,1,1
10635.1,2,1,1,1
10635.1,2,1,1,2
10635.1,3,2,1,2
10635.1,4,3,2,3
10635.1,4,2,1,3
10635.1,5,5,3,3
10635.1,6,9,7,2
10635.1,5,10,7,0
10635.1,0,3,3,0
10635.1,0,1,0,-1
10635.1,0,1,0,0
10635.1,-1,0,0,0
10635.1,0,-2,-1,1
10635.1,2,1,1,3
10635.1,4,5,5,6
10635.1,6,5,4,5
10635.1,5,3,2,4
10635.1,3,0,0,3
10635.1,4,0,0,3
10635.1,4,2,1,4
10635.1,4,0,0,3
10635.1,4,1,1,5
