Program Time [s],data 0,data 1,data 2,data 3
10317.4,-2,-3,-1,1
10317.4,0,0,0,1
10317.4,2,1,0,2
10317.4,3,1,1,2
10317.4,4,3,3,4
10317.4,6,5,4,5
10317.4,5,5,4,3
10317.4,5,6,5,2
10317.4,4,8,6,1
10317.4,3,7,6,0
10317.4,0,6,4,0
10317.4,0,3,1,-2
10317.4,-3,-1,-1,-2
10317.4,-2,-3,-3,0
10317.4,-1,-7,-7,1
10317.4,0,-10,-8,5
10317.4,7,-3,-2,10
10317.4,15,10,8,12
10317.4,16,16,13,11
10317.4,12,14,11,7
10317.4,8,8,5,2
10317.4,2,1,0,-2
10317.4,-2,-1,-2,-3
10317.4,-2,-2,-2,-2
10317.4,0,1,0,1
10317.4,2,3,3,3
10317.4,4,4,3,2
10317.4,3,3,2,1
10317.4,1,2,1,0
10317.4,1,2,2,2
10317.4,3,3,2,2
10317.4,4,7,5,3
10317.4,4,6,5,2
10317.4,2,4,3,1
10317.4,1,2,1,0
10317.4,1,1,1,2
10317.4,3,4,3,3
10317.4,3,3,3,2
10317.4,2,2,1,0
10317.4,2,3,3,2
10317.4,4,5,4,3
10317.4,3,4,3,1
10317.4,2,3,2,0
10317.4,0,2,0,0
10317.4,0,0,1,1
10317.4,3,4,3,3
10317.4,3,2,0,2
10317.4,3,0,0,1
10317.5,3,1,0,3
10317.5,5,3,3,5
10317.5,7,5,4,5
10317.5,7,8,6,5
10317.5,5,6,5,3
10317.5,2,3,2,1
10317.5,1,2,0,0
10317.5,1,2,1,0
10317.5,0,1,0,0
10317.5,1,0,0,0
10317.5,2,1,2,2
10317.5,4,5,5,3
10317.5,6,8,6,3
10317.5,4,7,5,1
10317.5,1,5,4,0
10317.5,0,2,2,1
10317.5,0,1,1,0
10317.5,0,0,0,0
10317.5,0,-1,0,2
10317.5,2,0,0,3
10317.5,4,0,1,6
10317.5,8,7,6,6
10317.5,8,6,4,5
10317.5,6,6,6,4
10317.5,3,4,3,3
10317.5,3,2,2,2
10317.5,3,3,0,0
10317.5,0,1,0,-1
10317.5,1,1,0,0
10317.5,1,0,0,0
10317.5,0,1,0,0
10317.5,1,2,1,0
10317.5,1,3,1,1
10317.5,3,4,4,2
10317.5,4,8,7,5
10317.5,7,10,9,6
10317.5,8,14,13,5
10317.5,4,7,5,1
10317.5,0,0,0,3
10317.5,2,0,0,2
10317.5,3,0,-2,0
10317.5,0,-2,-4,-2
10317.5,-1,-3,-4,-3
10317.5,0,0,0,0
10317.5,2,2,2,3
10317.5,4,4,3,3
10317.5,3,3,3,2
10317.5,2,0,0,3
10317.5,4,3,4,6
10317.5,7,6,5,6
10317.5,7,5,5,4
10317.5,5,4,2,3
10317.5,5,6,4,3
10317.5,4,7,6,3
10317.5,3,6,5,2
10317.5,2,3,2,0
10317.5,0,1,0,-1
10317.5,0,-1,-2,-1
10317.5,0,0,0,1
10317.5,3,3,2,3
10317.5,4,4,4,3
10317.5,5,5,3,2
10317.5,3,5,3,2
10317.5,2,3,2,1
10317.5,1,2,1,0
10317.5,1,2,1,1
10317.5,2,4,3,2
10317.5,2,3,2,2
10317.5,4,5,3,3
10317.5,5,6,5,2
10317.5,2,4,4,1
10317.5,1,2,1,0
10317.5,2,2,1,2
10317.5,2,0,0,1
10317.5,3,3,2,2
10317.5,3,4,4,3
10317.5,3,2,1,2
10317.5,1,-1,-1,2
10317.5,2,0,0,2
10317.5,3,1,1,4
10317.5,5,4,3,4
10317.5,5,4,3,4
10317.5,5,5,4,4
10317.5,5,6,4,4
10317.5,3,3,2,1
10317.5,1,2,1,0
10317.5,1,2,2,2
10317.5,3,4,4,3
10317.5,3,4,3,2
10317.5,2,2,0,0
10317.5,1,1,0,1
