Program Time [s],data 0,data 1,data 2,data 3
13642,8,7,6,5
13642,6,8,6,4
13642,5,6,6,3
13642,4,6,5,2
13642,2,4,3,0
13642,0,0,0,-2
13642,-1,-1,-2,-1
13642,0,0,1,1
13642,3,3,2,3
13642,4,5,4,4
13642,3,4,4,3
13642,3,2,2,1
13642,2,3,2,2
13642,3,3,2,2
13642,3,4,2,1
13642,2,2,1,1
13642,3,3,2,2
13642,3,4,4,2
13642,3,4,3,1
13642,3,5,3,2
13642,3,4,2,1
13642,3,5,5,1
13642,2,4,2,0
13642,1,1,0,0
13642,0,0,0,0
13642,1,0,-2,0
13642,1,0,0,3
13642,4,3,3,4
13642,5,3,2,4
13642,4,1,1,3
13642,3,0,-1,2
13642,3,0,-1,2
13642,4,3,2,4
13642,5,5,4,5
13642,4,3,2,4
13642,5,5,4,4
13642,5,5,4,3
13642,4,5,4,3
13642,3,5,4,2
13642,2,5,4,1
13642,1,3,2,0
13642,0,2,1,0
13642,0,2,1,0
13642,0,1,0,0
13642,0,1,1,2
13642,3,2,1,3
13642,4,3,3,3
13642,4,5,4,2
13642,3,5,5,3
13642,3,3,3,3
13642,3,2,1,2
13642,3,3,2,2
13642,3,2,1,2
13642,2,2,1,2
13642,3,4,3,3
13642,3,4,3,2
13642,3,3,2,1
13642,2,3,1,0
13642,0,2,1,0
13642,2,2,1,2
13642,3,3,2,2
13642,4,3,2,2
13642,3,3,2,1
13642,1,2,1,2
13642,2,1,1,2
13642,3,3,2,2
13642,3,3,2,2
13642,3,4,3,1
13642,1,1,1,1
13642,3,6,6,3
13642,5,10,9,3
13642,3,4,3,1
13642,0,0,0,0
13642,0,-1,-1,0
13642,1,0,0,1
13642,3,2,3,3
13642,4,5,4,5
13642,5,6,5,5
13642,5,5,3,3
13642,4,4,2,1
13642,1,2,1,1
13642,1,2,0,1
13642,2,3,2,2
13642,3,3,2,2
13642,3,1,0,2
13642,3,3,1,2
13642,3,3,2,2
13642,4,3,2,3
13642,4,4,2,3
13642,4,4,2,2
13642,4,3,2,2
13642,4,4,4,4
13642,4,5,3,3
13642,3,4,1,1
13642,2,3,2,1
13642,1,1,0,0
13642,0,0,0,0
13642,1,1,0,1
13642,2,2,2,2
13642,3,3,2,2
13642,3,2,1,2
13642,3,3,2,2
13642,3,3,2,2
13642,3,2,3,3
13642,4,4,3,3
13642,4,3,2,3
13642,4,4,3,3
13642,4,3,2,2
13642,3,4,3,2
13642,4,4,3,1
13642,2,4,4,1
13642,2,3,2,0
13642,1,3,3,1
13642,2,4,3,1
13642,2,4,3,1
13642,2,3,3,2
13642,2,3,2,1
13642,1,2,1,2
13642,3,3,3,3
13642,4,2,2,3
13642,3,2,1,2
13642,3,1,1,3
13642,4,2,1,3
13642,4,0,0,3
13642,5,2,1,3
13642,6,5,4,5
13642,6,8,6,4
13642,6,8,6,3
13642,3,4,2,0
13642,0,2,1,0
13642,0,1,0,0
13642,0,1,0,0
13642,0,0,0,-1
13642,0,1,0,0
13642,2,3,2,1
13642,1,3,1,1
13642.1,1,2,1,0
13642.1,1,3,3,3
13642.1,4,4,5,6
13642.1,6,5,5,5
13642.1,5,4,3,3
13642.1,5,4,4,5
13642.1,5,4,4,7
13642.1,8,4,3,6
13642.1,6,2,1,2
13642.1,3,1,0,1
13642.1,2,0,0,0
13642.1,1,0,1,0
13642.1,1,1,0,0
13642.1,-1,-1,0,0
13642.1,-1,0,2,1
13642.1,1,3,4,3
13642.1,3,5,5,4
13642.1,5,7,6,4
13642.1,6,8,6,3
13642.1,5,6,3,2
13642.1,4,5,1,0
13642.1,3,3,0,0
13642.1,3,3,0,-1
13642.1,2,3,0,0
13642.1,1,1,0,0
13642.1,0,-1,-2,1
13642.1,2,-1,-2,1
13642.1,5,3,2,3
13642.1,7,11,8,6
13642.1,6,8,7,4
13642.1,5,6,5,3
13642.1,2,2,0,0
13642.1,0,0,-1,-1
13642.1,0,0,0,0
13642.1,0,1,0,2
13642.1,2,2,1,3
13642.1,3,2,2,3
13642.1,4,2,2,3
13642.1,4,2,2,5
13642.1,5,4,4,5
13642.1,5,6,3,3
13642.1,4,5,4,2
13642.1,3,4,3,1
13642.1,1,3,3,1
13642.1,2,3,2,2
13642.1,3,2,2,2
13642.1,2,2,1,0
13642.1,2,2,1,0
13642.1,2,2,1,1
13642.1,3,4,3,2
13642.1,4,6,4,3
13642.1,5,6,4,3
13642.1,4,3,2,2
13642.1,3,3,2,1
13642.1,2,3,2,1
13642.1,2,3,2,1
13642.1,2,3,3,1
13642.1,2,3,2,1
13642.1,2,2,1,0
13642.1,2,2,1,1
13642.1,2,1,0,2
13642.1,2,1,1,4
13642.1,6,4,3,4
13642.1,6,6,5,4
13642.1,4,5,4,2
13642.1,2,2,1,0
13642.1,0,1,0,0
13642.1,0,0,-1,1
13642.1,1,0,0,1
13642.1,4,2,1,4
13642.1,6,4,4,5
13642.1,5,4,3,3
13642.1,4,4,3,3
13642.1,4,4,3,2
13642.1,3,4,3,1
13642.1,2,3,2,2
13642.1,3,4,2,1
13642.1,3,4,3,1
13642.1,1,2,2,1
13642.1,2,3,2,2
13642.1,4,5,4,2
13642.1,3,4,1,1
