Program Time [s],data 0,data 1,data 2,data 3
10387.7,2,6,4,2
10387.7,3,4,4,2
10387.7,3,4,3,1
10387.7,2,2,0,0
10387.7,0,-2,-3,-1
10387.7,0,-2,-2,0
10387.7,4,5,5,5
10387.7,7,8,7,5
10387.7,4,4,4,3
10387.7,2,-1,-1,1
10387.7,0,-3,-2,2
10387.7,3,-1,0,4
10387.7,5,2,2,5
10387.7,6,2,2,6
10387.7,7,4,3,6
10387.7,7,5,4,6
10387.7,6,4,2,4
10387.7,4,0,0,2
10387.7,2,0,0,4
10387.7,8,11,9,5
10387.7,9,19,14,2
10387.7,-1,1,0,-4
10387.7,-4,-4,-3,-2
10387.7,-1,0,-1,-1
10387.7,-1,0,0,0
10387.7,-1,0,0,1
10387.7,2,4,4,4
10387.7,6,7,6,4
10387.7,6,6,5,3
10387.7,4,4,1,1
10387.7,1,1,0,1
10387.7,2,2,1,1
10387.7,3,5,4,4
10387.7,4,6,4,2
10387.7,3,4,2,0
10387.7,1,3,2,1
10387.7,2,3,2,1
10387.7,2,2,1,0
10387.7,2,2,0,0
10387.7,1,1,0,1
10387.7,2,0,0,2
10387.7,3,1,0,5
10387.7,6,6,5,5
10387.7,7,8,6,4
10387.7,5,7,5,3
10387.7,0,1,1,0
10387.7,0,-1,0,0
10387.7,0,-2,-2,0
10387.7,0,-2,-3,0
10387.7,1,0,-1,2
10387.7,3,1,0,5
10387.7,7,6,6,8
10387.7,11,11,10,8
10387.7,13,22,18,7
10387.7,6,16,13,1
10387.7,0,4,3,-2
10387.7,-3,-1,-2,-5
10387.7,-5,-4,-4,-5
10387.7,-4,-2,-3,-3
10387.7,-1,0,0,0
10387.7,2,3,4,4
10387.7,5,7,5,4
10387.7,5,5,3,2
10387.7,2,0,0,0
10387.7,0,-1,-1,2
10387.7,3,1,2,7
10387.7,9,6,5,7
10387.7,9,10,7,5
10387.7,5,3,2,1
10387.7,2,3,1,1
10387.7,3,3,2,2
10387.7,2,2,0,0
10387.7,1,0,-1,0
10387.7,0,-1,-1,1
10387.7,2,0,0,4
10387.7,6,4,3,5
10387.7,8,9,7,4
10387.7,7,11,9,2
10387.7,6,17,13,0
10387.7,-1,7,5,-4
10387.7,-7,-3,-4,-8
10387.7,-9,-10,-8,-7
10387.7,-9,-15,-12,-2
10387.7,-2,-10,-7,5
10387.7,8,4,5,14
10387.7,18,15,14,17
10387.7,18,17,15,13
10387.7,14,16,14,9
10387.7,8,9,10,10
10387.7,8,3,2,5
10387.7,4,-2,-4,0
10387.7,0,-3,-4,-3
10387.7,-2,-4,-5,-6
10387.7,-5,-5,-5,-6
10387.7,-4,-3,-2,-3
10387.7,0,1,2,1
10387.7,3,3,2,3
10387.7,3,2,2,4
10387.7,5,4,4,6
10387.7,8,5,4,6
10387.7,7,7,5,6
10387.7,6,5,3,3
10387.7,4,5,3,1
10387.7,3,6,5,1
10387.7,3,7,4,1
10387.7,2,4,3,0
10387.7,0,1,0,0
10387.7,0,-2,-2,0
10387.7,0,0,0,1
10387.7,3,3,2,2
10387.7,4,3,1,1
10387.7,3,3,2,3
10387.7,4,5,4,3
10387.7,5,7,5,2
10387.7,2,2,2,0
10387.7,1,1,1,2
10387.7,3,3,3,3
10387.7,3,2,2,3
10387.7,4,3,2,2
10387.7,4,4,3,2
10387.7,3,4,3,1
10387.7,2,4,3,2
10387.7,4,5,5,1
10387.7,2,5,3,0
10387.7,0,0,0,0
10387.7,-1,-4,-2,1
10387.7,2,-2,-2,4
10387.7,6,2,2,6
10387.7,8,8,7,7
10387.7,8,8,6,5
10387.7,7,8,6,3
10387.7,5,7,5,1
10387.7,5,13,10,0
10387.7,-1,5,3,-4
10387.7,-4,0,0,-5
10387.7,-2,4,4,-1
10387.7,-1,3,2,-2
10387.7,-3,0,0,-2
10387.7,-2,-2,-1,0
10387.7,0,-3,-2,1
10387.7,1,-4,-3,4
10387.7,4,-5,-3,7
10387.7,11,6,5,11
10387.7,15,15,12,11
10387.7,12,15,12,7
10387.7,7,8,6,1
10387.7,0,0,0,-2
10387.7,-1,0,-1,-2
10387.7,-3,-5,-5,-2
10387.7,-3,-8,-7,1
10387.7,3,0,0,5
10387.7,7,4,3,6
10387.7,6,3,3,5
10387.7,6,4,4,6
10387.7,7,7,6,5
10387.7,7,9,8,6
10387.7,5,7,5,2
10387.7,3,3,2,0
10387.7,0,2,2,0
10387.7,1,2,2,0
10387.7,0,1,2,0
10387.7,0,1,1,0
10387.7,2,3,3,2
10387.7,2,3,3,2
10387.7,3,3,2,1
10387.7,2,3,1,1
10387.7,3,4,2,2
10387.7,4,4,0,0
