Program Time [s],data 0,data 1,data 2,data 3
10366.4,2,2,1,1
10366.4,2,2,0,1
10366.4,2,2,1,2
10366.4,4,4,3,3
10366.4,4,3,2,1
10366.4,2,3,2,1
10366.4,3,5,4,3
10366.4,5,9,7,3
10366.4,2,6,4,0
10366.4,1,3,1,-1
10366.4,0,2,1,-1
10366.4,0,2,1,0
10366.4,0,2,0,0
10366.4,0,1,0,1
10366.4,2,3,1,1
10366.4,3,2,1,2
10366.4,2,1,0,2
10366.4,1,0,1,3
10366.4,4,2,1,5
10366.4,5,2,2,4
10366.4,5,2,2,5
10366.4,6,5,4,6
10366.4,6,5,4,5
10366.4,5,5,5,3
10366.4,4,4,3,1
10366.4,2,4,2,0
10366.4,1,2,1,0
10366.4,2,4,2,0
10366.4,3,6,4,0
10366.4,2,5,4,0
10366.4,2,4,3,0
10366.4,1,2,0,-1
10366.4,0,0,0,0
10366.4,0,0,0,1
10366.4,1,0,-1,2
10366.4,4,1,1,4
10366.4,6,5,4,5
10366.4,6,6,4,4
10366.4,5,4,3,3
10366.4,5,4,3,4
10366.4,4,4,3,2
10366.4,3,3,2,1
10366.4,1,1,0,0
10366.4,1,2,2,2
10366.4,4,3,2,1
10366.4,3,3,2,2
10366.4,3,3,2,2
10366.4,3,3,1,0
10366.4,1,1,2,2
10366.4,3,4,3,2
10366.4,4,4,3,1
10366.4,3,4,2,0
10366.4,0,3,2,0
10366.4,1,3,1,1
10366.4,2,3,3,2
10366.4,3,4,2,1
10366.4,1,1,0,0
10366.4,0,-2,-1,1
10366.4,1,0,1,3
10366.4,4,2,3,6
10366.4,6,6,7,7
10366.4,8,9,9,7
10366.4,7,8,7,5
10366.4,5,6,4,2
10366.4,3,2,0,0
10366.4,0,1,0,0
10366.4,0,2,1,0
10366.4,0,1,1,0
10366.4,0,1,1,0
10366.4,0,1,1,1
10366.4,2,0,0,1
10366.4,1,0,0,2
10366.4,2,0,0,4
10366.4,4,2,3,6
10366.4,6,5,4,6
10366.4,6,6,5,5
10366.4,6,5,5,3
10366.4,4,4,5,3
10366.4,3,3,2,2
10366.4,2,3,3,1
10366.4,1,2,1,0
10366.4,0,2,0,0
10366.4,0,1,0,1
10366.4,0,0,-1,0
10366.4,1,-1,-1,2
10366.4,3,2,1,4
10366.4,5,3,2,4
10366.4,4,1,2,5
10366.4,5,1,0,4
10366.4,6,3,2,3
10366.4,6,6,5,3
10366.4,4,4,3,2
10366.4,3,4,3,3
10366.4,4,4,2,1
10366.4,4,6,6,2
10366.4,6,17,14,3
10366.4,0,6,4,-1
10366.4,-4,-3,-3,-5
10366.4,-3,-3,-3,-1
10366.4,0,0,0,0
10366.4,2,5,5,2
10366.4,2,5,5,2
10366.4,2,4,4,3
10366.4,4,4,3,2
10366.4,1,0,0,0
10366.4,0,0,-1,0
10366.4,1,0,0,5
10366.4,9,12,12,9
10366.4,10,11,9,4
10366.4,3,3,2,-1
10366.4,-1,0,0,-2
10366.4,-2,-2,-2,0
10366.4,1,1,1,3
10366.4,4,2,3,4
10366.4,5,2,0,2
10366.4,3,0,-1,0
10366.4,3,6,4,1
10366.4,5,10,8,3
10366.4,3,9,7,1
10366.4,1,5,4,0
10366.4,-1,0,0,-1
10366.4,-1,0,0,2
10366.5,2,0,0,4
10366.5,4,2,2,6
10366.5,6,0,1,11
10366.5,11,2,3,12
10366.5,12,3,1,8
10366.5,8,2,0,3
10366.5,3,0,-1,-1
10366.5,0,0,0,-2
10366.5,0,1,0,0
10366.5,0,2,1,1
10366.5,1,1,1,1
10366.5,2,0,0,1
10366.5,2,2,1,4
10366.5,6,5,4,4
10366.5,5,6,4,4
10366.5,6,7,4,3
10366.5,5,6,4,2
10366.5,4,7,5,1
10366.5,3,6,4,0
10366.5,0,2,1,-1
10366.5,-1,0,0,0
10366.5,0,2,1,0
10366.5,2,3,2,0
10366.5,2,3,2,2
10366.5,3,5,3,1
10366.5,3,4,4,3
10366.5,4,6,4,1
10366.5,2,4,4,2
10366.5,2,4,4,2
10366.5,2,3,2,1
10366.5,1,2,1,0
10366.5,1,2,1,0
10366.5,0,0,0,1
10366.5,0,-1,0,2
10366.5,2,0,0,3
10366.5,4,1,1,4
10366.5,5,3,3,4
10366.5,5,5,4,5
10366.5,5,4,4,5
10366.5,6,6,4,3
10366.5,6,12,10,3
10366.5,3,8,7,0
10366.5,0,3,2,-1
10366.5,-2,1,1,-1
10366.5,-1,0,0,0
10366.5,0,0,0,0
10366.5,0,0,0,1
10366.5,3,2,1,3
10366.5,5,3,2,4
10366.5,5,4,3,4
10366.5,5,4,2,3
