Program Time [s],data 0,data 1,data 2,data 3
13240,8,6,5,7
13240,7,6,4,7
13240,7,5,3,4
13240,5,5,2,2
13240,3,2,1,1
13240,2,2,1,2
13240,3,6,5,2
13240,5,9,6,2
13240,1,4,2,-1
13240,-2,-1,-2,-3
13240,-2,-2,-2,0
13240,1,-2,-1,2
13240,3,-2,-1,4
13240,6,2,1,5
13240,9,9,7,7
13240,9,11,9,5
13240,5,6,4,2
13240,2,0,-1,-1
13240,0,0,-2,-2
13240,0,2,1,0
13240,1,4,5,3
13240,3,5,5,3
13240,3,3,2,0
13240,1,1,0,0
13240,0,1,0,0
13240,1,2,2,1
13240,3,5,5,4
13240,5,6,4,4
13240,5,4,3,2
13240,3,3,2,1
13240,1,2,1,1
13240,2,3,3,3
13240,4,3,3,3
13240,4,4,2,1
13240,1,2,1,1
13240,2,2,1,2
13240,3,3,3,3
13240,4,3,2,2
13240.1,3,4,4,2
13240.1,3,4,3,1
13240.1,3,5,4,2
13240.1,3,8,6,0
13240.1,3,7,4,-2
13240.1,0,5,3,-3
13240.1,-2,2,0,-4
13240.1,-3,0,-1,-3
13240.1,-2,0,0,0
13240.1,1,0,0,4
13240.1,4,-2,-1,7
13240.1,8,0,1,10
13240.1,11,3,4,15
13240.1,15,4,4,16
13240.1,16,4,2,10
13240.1,11,4,1,5
13240.1,6,2,0,0
13240.1,2,4,2,-2
13240.1,3,15,11,-3
13240.1,-2,11,9,-5
13240.1,-7,3,3,-7
13240.1,-8,-4,-4,-8
13240.1,-9,-10,-9,-7
13240.1,-6,-10,-8,-1
13240.1,0,-4,-3,5
13240.1,8,4,5,12
13240.1,14,8,7,12
13240.1,12,6,5,9
13240.1,10,6,5,8
13240.1,9,10,9,7
13240.1,10,16,13,6
13240.1,4,9,7,1
13240.1,0,0,-1,-3
13240.1,-4,-5,-6,-5
13240.1,-3,-5,-5,-2
13240.1,-1,-2,0,2
13240.1,4,3,3,5
13240.1,8,6,5,4
13240.1,7,9,6,2
13240.1,4,8,6,1
13240.1,6,16,13,2
13240.1,1,9,7,-2
13240.1,-3,0,-1,-5
13240.1,-5,-4,-5,-3
13240.1,-3,-6,-6,-2
13240.1,-1,-5,-4,2
13240.1,5,4,2,6
13240.1,9,9,7,8
13240.1,8,7,5,5
13240.1,5,3,2,2
13240.1,2,0,0,1
13240.1,4,3,3,4
13240.1,6,6,4,3
13240.1,4,3,2,1
13240.1,2,2,1,0
13240.1,2,2,1,1
13240.1,2,3,2,1
13240.1,2,3,3,2
13240.1,3,4,3,2
13240.1,2,2,1,1
13240.1,1,0,0,1
13240.1,1,1,0,1
13240.1,2,2,2,3
13240.1,4,5,4,5
13240.1,6,7,5,5
13240.1,5,6,5,2
13240.1,4,5,4,1
13240.1,2,4,3,1
13240.1,3,5,3,1
13240.1,1,3,2,0
13240.1,0,-1,-1,0
13240.1,0,0,0,0
13240.1,2,2,0,2
13240.1,4,3,2,3
13240.1,2,0,-1,3
13240.1,2,-2,-2,5
13240.1,6,0,0,6
13240.1,8,4,3,7
13240.1,10,8,6,7
13240.1,10,11,9,6
13240.1,8,12,9,2
13240.1,2,6,3,-2
13240.1,-4,0,-2,-5
13240.1,-4,-2,-3,-5
13240.1,-3,0,0,-1
13240.1,0,0,-1,0
13240.1,0,-1,0,2
13240.1,1,-2,-2,2
13240.1,4,-1,-1,5
13240.1,7,2,1,7
13240.1,9,6,5,8
13240.1,9,9,8,7
13240.1,10,14,12,7
13240.1,7,12,11,2
13240.1,2,5,3,-2
13240.1,-3,0,0,-3
13240.1,-3,-1,-1,-3
13240.1,-3,-2,-1,0
13240.1,0,1,1,1
13240.1,3,4,3,1
13240.1,3,4,4,3
13240.1,3,2,2,2
13240.1,2,1,0,3
13240.1,3,1,1,3
13240.1,3,1,1,4
13240.1,5,3,2,4
13240.1,6,4,3,4
13240.1,7,9,7,4
13240.1,6,11,8,2
13240.1,2,4,3,0
13240.1,-1,1,0,0
13240.1,0,0,0,0
13240.1,0,1,0,0
13240.1,0,1,0,2
13240.1,3,3,2,2
13240.1,3,4,3,4
13240.1,5,4,2,2
13240.1,3,2,1,1
13240.1,2,2,0,1
13240.1,3,3,2,3
13240.1,5,6,4,3
13240.1,5,6,4,1
13240.1,2,3,2,0
13240.1,1,3,2,1
13240.1,1,2,2,2
13240.1,2,2,1,1
13240.1,2,2,1,1
13240.1,1,1,0,1
13240.1,1,0,0,2
13240.1,0,-3,-2,3
13240.1,3,-2,-2,4
13240.1,9,10,8,6
13240.1,9,12,10,4
13240.1,5,11,8,1
13240.1,1,7,6,0
13240.1,-1,2,1,-2
13240.1,-2,0,0,-1
13240.1,-1,0,0,0
13240.1,0,-3,-1,4
13240.1,3,-1,0,6
13240.1,8,2,2,8
13240.1,8,2,0,5
13240.1,7,4,2,4
13240.1,6,6,5,5
13240.1,6,6,5,4
13240.1,5,4,3,2
13240.1,3,1,0,0
13240.1,1,0,-1,0
13240.1,1,1,0,1
13240.1,4,4,3,2
13240.1,4,4,3,3
13240.1,5,7,5,0
13240.1,2,7,5,0
13240.1,0,5,4,0
13240.1,1,6,5,-1
13240.1,0,5,4,-1
13240.1,-2,2,1,-3
13240.1,-5,-8,-7,-3
13240.1,-2,-4,-3,1
13240.1,4,1,2,6
13240.1,6,2,2,6
13240.1,7,2,1,5
13240.1,8,7,6,6
13240.1,8,8,7,6
13240.1,7,6,4,4
13240.1,4,4,2,2
13240.1,2,1,0,1
13240.1,2,2,1,1
13240.1,2,2,3,3
13240.1,1,0,1,2
13240.1,1,2,3,3
13240.1,3,3,3,4
13240.1,4,4,3,3
13240.2,6,8,6,3
13240.2,5,7,4,1
13240.2,2,6,3,0
13240.2,1,4,2,-1
13240.2,0,1,0,-1
13240.2,-1,0,-1,-1
13240.2,0,0,0,-1
13240.2,0,0,0,0
13240.2,2,1,1,2
13240.2,3,2,2,4
13240.2,6,6,5,5
13240.2,7,6,5,5
13240.2,4,4,2,2
13240.2,3,4,3,2
13240.2,3,4,3,3
13240.2,3,3,1,1
13240.2,1,2,0,0
13240.2,1,1,1,1
13240.2,1,2,2,3
13240.2,3,2,1,2
13240.2,4,7,5,3
13240.2,6,10,7,2
13240.2,2,7,6,0
13240.2,0,4,3,0
13240.2,0,1,0,0
13240.2,-1,-2,-2,-1
13240.2,-3,-6,-5,0
13240.2,0,-4,-3,4
13240.2,8,6,6,10
13240.2,11,10,8,8
13240.2,8,6,5,4
13240.2,4,3,2,2
13240.2,1,-1,-1,0
13240.2,2,-1,0,3
13240.2,3,0,0,4
13240.2,4,1,0,4
13240.2,7,6,3,5
13240.2,7,7,6,5
13240.2,7,11,8,4
13240.2,6,10,8,1
13240.2,0,0,0,-3
13240.2,-2,-3,-4,-3
