Program Time [s],data 0,data 1,data 2,data 3
892.159,2,0,0,2
892.159,6,3,1,3
892.16,6,2,0,5
892.161,6,2,1,4
892.161,5,0,1,5
892.162,4,0,1,6
892.162,4,-1,1,7
892.163,6,1,3,8
892.163,6,1,3,8
892.164,7,3,4,10
892.165,13,11,6,7
892.165,11,10,5,2
892.166,5,7,2,0
892.166,2,5,2,1
892.167,3,6,2,0
892.167,2,4,0,-2
892.168,0,1,-1,-3
892.169,0,2,0,-1
892.169,0,2,0,0
892.17,1,3,2,0
892.17,0,1,0,0
892.171,0,0,2,0
892.172,0,1,2,3
892.172,1,1,3,5
892.173,3,1,4,5
892.173,4,3,3,4
892.174,5,7,8,6
892.174,8,12,10,5
892.175,5,8,6,2
892.175,2,3,1,-1
892.176,0,1,-1,-3
892.177,0,0,-1,-3
892.177,1,4,1,-1
892.178,2,5,3,0
892.178,1,4,1,-1
892.179,-1,0,-1,-1
892.18,-1,-1,-1,0
892.18,-1,-3,-1,1
892.181,1,-5,-3,4
892.181,4,-3,-3,8
892.182,10,0,0,12
892.182,13,3,3,12
892.183,14,8,7,11
892.184,12,8,6,7
892.184,7,5,4,5
892.185,3,2,4,3
892.185,2,3,5,2
892.186,1,2,4,1
892.186,0,5,5,2
892.187,2,4,3,1
892.188,2,5,3,0
892.188,3,5,1,0
892.189,1,3,0,-1
892.189,1,0,0,0
892.19,1,1,0,1
892.19,2,1,0,0
892.191,2,3,1,0
892.192,1,2,1,0
892.192,1,1,2,3
892.193,4,3,2,3
892.193,3,2,1,2
892.194,4,6,4,3
892.194,4,6,6,1
892.195,2,5,5,2
892.196,3,7,6,3
892.196,5,6,2,-1
892.197,0,1,0,-2
892.197,-1,2,2,-1
892.198,0,5,4,0
892.198,0,2,1,-1
892.199,-1,-1,0,0
892.2,0,-1,-2,0
892.2,0,-2,-2,2
892.201,3,-1,-2,3
892.201,5,0,0,6
892.202,7,0,-1,7
892.202,6,-2,-1,8
892.203,8,1,2,10
892.204,12,8,8,12
892.204,13,12,10,10
892.205,10,10,9,7
892.205,7,7,6,4
892.206,6,6,2,1
892.207,7,8,0,-2
892.207,1,1,-4,-6
892.208,-3,-1,-4,-3
892.208,0,2,1,-1
892.209,1,5,3,0
892.209,0,3,3,0
892.21,0,1,2,0
892.211,0,1,2,2
892.211,0,0,2,2
892.212,0,1,1,2
892.212,0,1,2,3
892.213,2,2,3,5
892.213,5,5,6,7
892.214,9,11,8,7
892.215,10,11,5,1
892.215,2,3,1,0
892.216,1,2,1,-1
892.216,-1,1,0,-1
892.217,-2,1,1,-2
892.217,-3,-1,0,-1
892.218,-1,-1,-1,0
892.219,1,2,2,1
892.219,3,3,3,4
892.22,4,2,0,3
892.22,3,-1,-2,2
892.221,3,-2,-3,3
892.221,5,-1,-2,5
892.222,9,3,2,9
892.223,8,1,0,8
892.223,8,-1,-1,8
892.224,11,6,4,10
892.224,12,10,8,9
892.225,10,8,7,5
892.226,6,7,4,2
892.226,4,4,2,1
892.227,2,5,3,0
892.227,3,6,3,-1
892.228,0,4,2,-2
892.228,-1,0,0,-2
892.229,-1,1,0,-1
892.229,-1,0,0,-1
892.23,0,0,1,0
892.231,0,1,2,2
892.231,2,2,3,3
892.232,2,0,2,3
892.232,2,1,1,4
892.233,4,2,1,4
892.233,7,6,5,6
892.234,10,13,10,6
892.235,8,10,7,1
892.235,1,4,3,-3
892.236,-6,-2,1,-4
892.236,-9,-5,0,-3
892.237,-8,-5,1,1
892.237,-2,1,5,5
892.238,2,3,6,6
892.239,4,4,4,6
892.239,7,5,3,7
892.24,13,7,0,5
892.24,15,8,-3,0
892.241,8,1,-8,-1
892.242,5,0,-8,0
892.242,8,2,-5,0
892.243,5,1,-3,1
892.243,4,2,0,3
892.244,5,1,1,5
892.244,6,5,5,6
892.245,7,6,6,5
892.246,7,7,6,4
892.246,6,7,7,4
892.247,3,5,5,1
892.247,0,2,3,1
892.248,-1,0,2,0
892.248,-2,0,3,2
892.249,0,1,3,3
892.25,2,2,4,4
892.25,2,3,3,2
892.251,1,1,2,1
892.251,0,0,1,1
892.252,1,1,2,3
892.252,4,3,3,4
892.253,4,3,2,2
892.254,3,4,4,2
892.254,4,7,6,2
892.255,2,6,5,1
892.255,1,4,4,0
892.256,0,4,3,0
892.256,0,2,1,-2
892.257,-2,0,0,0
892.258,0,0,1,0
892.258,1,1,1,1
892.259,2,1,1,2
892.259,3,1,1,2
892.26,1,0,-1,1
892.26,2,-1,-2,3
